outage_id,feeder_id,region_id,asset_id,outage_start,outage_end,duration_minutes,customers_interrupted,critical_customers_interrupted,cause_category,saidi_minutes,saifi_count,crew_response_minutes,restoration_notes
OUT-0001232,FDR-TSV-0068,REG-TSV,,2024-07-18T07:16,2024-07-18T09:33,137,673,8,storm,68.81,0.5022,91,Restoration delayed by access issues.
OUT-0001233,FDR-MKY-0045,REG-MKY,AST-MKY-POL-002353,2023-08-18T19:46,2023-08-18T23:19,213,192,3,storm,48.11,0.2259,108,Lightning strike at substation transformer.
OUT-0001234,FDR-MKY-0053,REG-MKY,AST-MKY-POL-002685,2024-11-21T00:54,2024-11-21T02:54,120,81,0,equipment_failure,45.42,0.3785,61,Lightning strike at substation transformer.
OUT-0001235,FDR--RW-0110,REG-RW,,2024-03-22T18:20,2024-03-22T21:37,197,70,3,equipment_failure,28.97,0.1471,144,Storm cell passed through feeder.
OUT-0001236,FDR-SEQ-0019,REG-SEQ,,2024-06-04T03:38,2024-06-04T09:49,371,475,18,lightning,163.63,0.441,41,Restoration delayed by access issues.
OUT-0001237,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003790,2023-09-30T10:11,2023-09-30T13:07,176,649,11,vegetation,97.63,0.5547,53,Storm cell passed through feeder.
OUT-0001238,FDR-TSV-0081,REG-TSV,,2024-03-22T22:09,2024-03-22T23:41,92,320,9,flood,25.58,0.278,91,Vegetation contact confirmed at span.
OUT-0001239,FDR-TSV-0068,REG-TSV,AST-TSV-POL-003579,2026-03-19T18:23,2026-03-19T23:06,283,447,13,flood,94.4,0.3336,126,Vegetation contact confirmed at span.
OUT-0001240,FDR-TSV-0066,REG-TSV,,2023-09-14T07:57,2023-09-14T11:57,240,935,12,flood,159.15,0.6631,84,Crew rerouted via alternate access track.
OUT-0001241,FDR-MKY-0058,REG-MKY,AST-MKY-POL-002984,2024-10-11T08:14,2024-10-11T12:38,264,411,4,storm,131.04,0.4964,56,Restoration delayed by access issues.
OUT-0001242,FDR-MKY-0049,REG-MKY,,2025-07-28T03:41,2025-07-28T08:27,286,62,0,lightning,47.54,0.1662,55,Crew rerouted via alternate access track.
OUT-0001243,FDR-MKY-0043,REG-MKY,AST-MKY-CON-002208,2024-01-25T05:13,2024-01-25T08:43,210,404,5,vegetation,78.63,0.3744,66,Storm cell passed through feeder.
OUT-0001244,FDR-TSV-0071,REG-TSV,,2025-04-28T12:13,2025-04-28T15:28,195,211,2,vehicle_impact,103.12,0.5288,99,Lightning strike at substation transformer.
OUT-0001245,FDR-SEQ-0034,REG-SEQ,AST-SEQ-TRA-001794,2026-05-09T17:44,2026-05-09T19:11,87,1164,59,storm,27.18,0.3124,51,Switched to alternate feeder during restoration.
OUT-0001246,FDR-MKY-0044,REG-MKY,AST-MKY-POL-002269,2026-01-04T04:20,2026-01-04T10:04,344,352,6,vegetation,182.91,0.5317,62,Switched to alternate feeder during restoration.
OUT-0001247,FDR-MKY-0053,REG-MKY,AST-MKY-POL-002700,2024-12-17T19:14,2024-12-17T22:31,197,63,2,planned,58.0,0.2944,106,Lightning strike at substation transformer.
OUT-0001248,FDR-TSV-0069,REG-TSV,AST-TSV-POL-003620,2026-01-26T14:32,2026-01-26T17:27,175,176,2,equipment_failure,72.81,0.4161,103,Helicopter inspection required.
OUT-0001249,FDR-CQI-0100,REG-CQI,AST-CQI-POL-005657,2026-02-09T18:22,2026-02-09T22:12,230,112,4,storm,93.67,0.4073,104,Restoration delayed by access issues.
OUT-0001250,FDR-MKY-0058,REG-MKY,AST-MKY-POL-002994,2023-10-12T19:42,2023-10-12T23:49,247,262,8,equipment_failure,78.16,0.3164,81,Vegetation contact confirmed at span.
OUT-0001251,FDR-SEQ-0025,REG-SEQ,AST-SEQ-CON-001385,2025-10-25T12:06,2025-10-25T14:25,139,944,58,vehicle_impact,36.72,0.2642,68,Helicopter inspection required.
OUT-0001252,FDR-SEQ-0033,REG-SEQ,,2023-07-14T11:39,2023-07-14T12:28,49,2711,79,planned,25.87,0.528,63,Helicopter inspection required.
OUT-0001253,FDR-TSV-0065,REG-TSV,AST-TSV-RIN-003305,2025-01-17T11:53,2025-01-17T13:56,123,20,0,flood,12.75,0.1036,103,Switched to alternate feeder during restoration.
OUT-0001254,FDR-TSV-0085,REG-TSV,,2025-11-16T13:09,2025-11-16T16:34,205,808,12,planned,91.62,0.4469,57,Storm cell passed through feeder.
OUT-0001255,FDR-MKY-0064,REG-MKY,,2024-09-10T16:30,2024-09-10T19:40,190,8,3,planned,76.0,0.4,66,Restoration delayed by access issues.
OUT-0001256,FDR-TSV-0079,REG-TSV,AST-TSV-POL-004215,2023-06-04T17:13,2023-06-04T18:27,74,144,3,equipment_failure,27.9,0.377,77,Storm cell passed through feeder.
OUT-0001257,FDR-CQI-0104,REG-CQI,AST-CQI-POL-005856,2023-12-31T21:12,2024-01-01T00:13,181,7,0,storm,63.35,0.35,129,Lightning strike at substation transformer.
OUT-0001258,FDR-MKY-0061,REG-MKY,AST-MKY-SWI-003128,2024-08-21T18:21,2024-08-21T23:14,293,173,7,planned,64.74,0.2209,106,Switched to alternate feeder during restoration.
OUT-0001259,FDR-TSV-0084,REG-TSV,AST-TSV-POL-004574,2024-01-18T18:48,2024-01-18T20:10,82,431,5,equipment_failure,38.54,0.47,80,Lightning strike at substation transformer.
OUT-0001260,FDR-MKY-0059,REG-MKY,AST-MKY-POL-003050,2024-10-19T22:21,2024-10-19T23:33,72,292,5,lightning,26.51,0.3682,63,Restoration delayed by access issues.
OUT-0001261,FDR-MKY-0062,REG-MKY,AST-MKY-POL-003152,2024-11-10T13:27,2024-11-10T18:37,310,341,6,planned,219.77,0.7089,95,Lightning strike at substation transformer.
OUT-0001262,FDR-CQI-0095,REG-CQI,,2025-04-16T02:15,2025-04-16T04:31,136,402,12,storm,44.02,0.3237,36,Vegetation contact confirmed at span.
OUT-0001263,FDR--RW-0110,REG-RW,AST--RW-POL-006311,2023-10-11T01:30,2023-10-11T09:41,491,267,1,storm,275.41,0.5609,131,Switched to alternate feeder during restoration.
OUT-0001264,FDR-TSV-0075,REG-TSV,AST-TSV-TRA-003945,2025-12-29T08:03,2025-12-29T11:15,192,105,6,storm,80.0,0.4167,84,Lightning strike at substation transformer.
OUT-0001265,FDR-TSV-0078,REG-TSV,,2025-07-16T07:08,2025-07-16T13:42,394,552,12,storm,173.99,0.4416,63,Storm cell passed through feeder.
OUT-0001266,FDR-TSV-0075,REG-TSV,AST-TSV-POL-003935,2025-02-20T18:57,2025-02-20T20:30,93,134,2,vehicle_impact,49.45,0.5317,87,Helicopter inspection required.
OUT-0001267,FDR-TSV-0081,REG-TSV,AST-TSV-SWI-004388,2023-09-15T03:19,2023-09-15T07:40,261,793,4,vegetation,179.82,0.689,80,Switched to alternate feeder during restoration.
OUT-0001268,FDR-TSV-0082,REG-TSV,,2023-11-15T03:15,2023-11-15T05:09,114,948,13,flood,64.6,0.5666,93,Vegetation contact confirmed at span.
OUT-0001269,FDR--RW-0110,REG-RW,AST--RW-POL-006275,2023-07-10T23:37,2023-07-11T04:13,276,52,0,equipment_failure,30.15,0.1092,130,Helicopter inspection required.
OUT-0001270,FDR-MKY-0063,REG-MKY,AST-MKY-POL-003266,2025-09-22T09:49,2025-09-22T09:59,10,452,4,equipment_failure,4.73,0.4728,29,Vegetation contact confirmed at span.
OUT-0001271,FDR-TSV-0075,REG-TSV,AST-TSV-SEC-003937,2026-02-20T09:57,2026-02-20T13:46,229,90,2,vegetation,81.79,0.3571,74,Restoration delayed by access issues.
OUT-0001272,FDR-TSV-0075,REG-TSV,,2026-03-30T04:59,2026-03-30T09:45,286,173,3,lightning,196.34,0.6865,96,Storm cell passed through feeder.
OUT-0001273,FDR-TSV-0082,REG-TSV,,2026-04-07T01:29,2026-04-07T04:28,179,982,12,flood,105.07,0.587,126,Switched to alternate feeder during restoration.
OUT-0001274,FDR-TSV-0077,REG-TSV,AST-TSV-POL-004100,2023-08-07T10:18,2023-08-07T13:00,162,320,9,flood,45.75,0.2824,105,Vegetation contact confirmed at span.
OUT-0001275,FDR-MKY-0044,REG-MKY,,2023-05-19T07:16,2023-05-19T10:09,173,236,2,vegetation,61.67,0.3565,101,Storm cell passed through feeder.
OUT-0001276,FDR-CQI-0104,REG-CQI,AST-CQI-POL-005861,2025-08-08T04:59,2025-08-08T08:38,219,9,2,storm,98.55,0.45,42,Vegetation contact confirmed at span.
OUT-0001277,FDR-MKY-0047,REG-MKY,,2024-07-12T07:53,2024-07-12T12:38,285,1128,9,vehicle_impact,251.55,0.8826,102,Lightning strike at substation transformer.
OUT-0001278,FDR-CQI-0102,REG-CQI,AST-CQI-POL-005765,2024-02-10T12:58,2024-02-10T16:00,182,605,8,lightning,145.26,0.7982,60,Crew rerouted via alternate access track.
OUT-0001279,FDR-MKY-0047,REG-MKY,,2023-08-17T05:44,2023-08-17T05:50,6,602,2,vehicle_impact,2.83,0.471,67,Restoration delayed by access issues.
OUT-0001280,FDR-MKY-0057,REG-MKY,,2023-06-02T16:41,2023-06-02T18:51,130,642,6,storm,87.48,0.673,76,Helicopter inspection required.
OUT-0001281,FDR-TSV-0074,REG-TSV,AST-TSV-TRA-003914,2025-04-05T19:25,2025-04-05T21:17,112,555,1,flood,114.9,1.0259,55,Crew rerouted via alternate access track.
OUT-0001282,FDR--RW-0111,REG-RW,,2024-11-06T20:41,2024-11-07T01:44,303,246,0,equipment_failure,175.38,0.5788,145,Crew rerouted via alternate access track.
OUT-0001283,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002657,2025-09-30T10:21,2025-09-30T14:27,246,78,0,equipment_failure,78.0,0.3171,124,Crew rerouted via alternate access track.
OUT-0001284,FDR-MKY-0059,REG-MKY,,2023-10-03T21:16,2023-10-04T00:05,169,377,7,planned,80.34,0.4754,75,Vegetation contact confirmed at span.
OUT-0001285,FDR-MKY-0045,REG-MKY,,2025-12-02T17:37,2025-12-02T20:41,184,492,7,storm,106.5,0.5788,84,Storm cell passed through feeder.
OUT-0001286,FDR-TSV-0068,REG-TSV,AST-TSV-POL-003568,2024-09-07T05:14,2024-09-07T09:33,259,481,9,flood,92.97,0.359,84,Crew rerouted via alternate access track.
OUT-0001287,FDR-MKY-0046,REG-MKY,AST-MKY-POL-002401,2025-03-13T05:04,2025-03-13T06:46,102,297,5,vegetation,30.42,0.2982,77,Vegetation contact confirmed at span.
OUT-0001288,FDR-TSV-0071,REG-TSV,AST-TSV-CON-003739,2023-09-22T01:45,2023-09-22T05:12,207,80,4,unknown,41.5,0.2005,70,Crew rerouted via alternate access track.
OUT-0001289,FDR-TSV-0086,REG-TSV,AST-TSV-POL-004741,2023-06-22T18:25,2023-06-22T21:27,182,33,14,storm,5.21,0.0286,77,Crew rerouted via alternate access track.
OUT-0001290,FDR-TSV-0072,REG-TSV,,2025-05-22T10:26,2025-05-22T14:15,229,578,6,storm,113.13,0.494,68,Restoration delayed by access issues.
OUT-0001291,FDR-MKY-0049,REG-MKY,,2026-04-02T12:08,2026-04-02T13:30,82,192,3,vegetation,42.21,0.5147,90,Helicopter inspection required.
OUT-0001292,FDR-MKY-0056,REG-MKY,,2024-12-19T04:43,2024-12-19T08:01,198,557,10,lightning,86.98,0.4393,73,Lightning strike at substation transformer.
OUT-0001293,FDR-MKY-0053,REG-MKY,,2023-12-28T10:31,2023-12-28T13:50,199,76,0,equipment_failure,70.67,0.3551,64,Lightning strike at substation transformer.
OUT-0001294,FDR-SEQ-0003,REG-SEQ,AST-SEQ-POL-000128,2026-04-03T07:44,2026-04-03T10:11,147,240,17,equipment_failure,27.74,0.1887,48,Vegetation contact confirmed at span.
OUT-0001295,FDR-TSV-0070,REG-TSV,,2024-01-03T11:44,2024-01-03T16:36,292,86,2,lightning,74.52,0.2552,84,Lightning strike at substation transformer.
OUT-0001296,FDR-TSV-0084,REG-TSV,,2025-04-16T18:40,2025-04-16T21:55,195,423,6,equipment_failure,89.95,0.4613,75,Helicopter inspection required.
OUT-0001297,FDR-MKY-0056,REG-MKY,AST-MKY-RIN-002796,2023-08-02T23:17,2023-08-03T02:24,187,203,8,storm,29.94,0.1601,100,Restoration delayed by access issues.
OUT-0001298,FDR--RW-0118,REG-RW,AST--RW-SWI-007002,2025-05-29T12:18,2025-05-29T19:04,406,143,1,lightning,182.57,0.4497,99,Helicopter inspection required.
OUT-0001299,FDR-MKY-0050,REG-MKY,AST-MKY-POL-002618,2025-09-29T17:09,2025-09-29T21:52,283,251,4,vegetation,141.22,0.499,83,Helicopter inspection required.
OUT-0001300,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002243,2025-08-22T16:57,2025-08-22T19:01,124,305,9,flood,35.05,0.2827,83,Storm cell passed through feeder.
OUT-0001301,FDR-TSV-0087,REG-TSV,AST-TSV-TRA-004790,2023-06-02T21:38,2023-06-03T02:24,286,271,13,flood,45.43,0.1589,69,Switched to alternate feeder during restoration.
OUT-0001302,FDR-MKY-0050,REG-MKY,AST-MKY-TRA-002600,2024-03-10T01:36,2024-03-10T02:52,76,214,5,lightning,32.33,0.4254,71,Helicopter inspection required.
OUT-0001303,FDR-CQI-0105,REG-CQI,AST-CQI-SEC-005964,2023-08-20T05:45,2023-08-20T09:14,209,261,8,vegetation,71.59,0.3425,53,Vegetation contact confirmed at span.
OUT-0001304,FDR-MKY-0048,REG-MKY,AST-MKY-TRA-002514,2025-07-15T09:45,2025-07-15T12:59,194,68,1,equipment_failure,76.7,0.3953,111,Lightning strike at substation transformer.
OUT-0001305,FDR-TSV-0066,REG-TSV,,2024-02-14T08:12,2024-02-14T11:50,218,628,10,planned,97.1,0.4454,62,Restoration delayed by access issues.
OUT-0001306,FDR-MKY-0058,REG-MKY,AST-MKY-POL-003003,2023-08-03T16:55,2023-08-03T18:43,108,425,10,equipment_failure,55.43,0.5133,67,Crew rerouted via alternate access track.
OUT-0001307,FDR-TSV-0085,REG-TSV,,2025-02-23T03:41,2025-02-23T06:25,164,802,12,vegetation,72.75,0.4436,64,Helicopter inspection required.
OUT-0001308,FDR-TSV-0065,REG-TSV,,2024-11-19T02:51,2024-11-19T08:21,330,67,3,storm,114.56,0.3472,74,Helicopter inspection required.
OUT-0001309,FDR-MKY-0061,REG-MKY,,2024-09-23T04:11,2024-09-23T07:21,190,93,5,flood,22.57,0.1188,79,Switched to alternate feeder during restoration.
OUT-0001310,FDR-SEQ-0032,REG-SEQ,AST-SEQ-SEC-001666,2024-04-02T18:49,2024-04-02T20:09,80,644,31,storm,25.62,0.3202,81,Crew rerouted via alternate access track.
OUT-0001311,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002438,2024-08-09T02:13,2024-08-09T05:39,206,970,7,equipment_failure,156.35,0.759,80,Restoration delayed by access issues.
OUT-0001312,FDR-MKY-0046,REG-MKY,AST-MKY-POL-002406,2023-05-28T07:11,2023-05-28T08:26,75,1,1,unknown,0.08,0.001,71,Restoration delayed by access issues.
OUT-0001313,FDR-TSV-0084,REG-TSV,AST-TSV-TRA-004539,2026-04-08T07:41,2026-04-08T12:11,270,61,5,planned,17.96,0.0665,77,Vegetation contact confirmed at span.
OUT-0001314,FDR-TSV-0083,REG-TSV,AST-TSV-POL-004511,2024-09-11T20:48,2024-09-12T00:41,233,133,2,storm,70.75,0.3037,92,Storm cell passed through feeder.
OUT-0001315,FDR-MKY-0063,REG-MKY,AST-MKY-SEC-003216,2023-08-28T14:22,2023-08-28T16:12,110,225,3,storm,25.89,0.2354,63,Crew rerouted via alternate access track.
OUT-0001316,FDR-MKY-0053,REG-MKY,AST-MKY-TRA-002697,2025-09-28T13:24,2025-09-28T14:07,43,111,0,equipment_failure,22.3,0.5187,76,Crew rerouted via alternate access track.
OUT-0001317,FDR-MKY-0054,REG-MKY,AST-MKY-SWI-002717,2024-08-13T15:57,2024-08-13T19:50,233,10,3,flood,7.93,0.034,76,Lightning strike at substation transformer.
OUT-0001318,FDR-TSV-0065,REG-TSV,AST-TSV-TRA-003303,2025-02-09T11:42,2025-02-09T13:06,84,156,0,flood,67.9,0.8083,74,Lightning strike at substation transformer.
OUT-0001319,FDR-TSV-0088,REG-TSV,AST-TSV-SWI-004839,2025-04-14T09:31,2025-04-14T15:32,361,62,4,vegetation,112.47,0.3116,89,Storm cell passed through feeder.
OUT-0001320,FDR-TSV-0067,REG-TSV,AST-TSV-POL-003462,2024-06-05T18:24,2024-06-05T20:57,153,394,4,planned,86.86,0.5677,82,Helicopter inspection required.
OUT-0001321,FDR-MKY-0045,REG-MKY,AST-MKY-RIN-002343,2023-09-01T00:21,2023-09-01T03:09,168,204,9,vehicle_impact,40.32,0.24,84,Storm cell passed through feeder.
OUT-0001322,FDR-MKY-0056,REG-MKY,AST-MKY-POL-002835,2024-09-07T03:13,2024-09-07T05:19,126,237,8,lightning,23.55,0.1869,89,Lightning strike at substation transformer.
OUT-0001323,FDR-TSV-0067,REG-TSV,,2023-11-14T02:40,2023-11-14T07:44,304,390,2,flood,170.84,0.562,45,Helicopter inspection required.
OUT-0001324,FDR-MKY-0060,REG-MKY,AST-MKY-POL-003094,2023-10-01T07:00,2023-10-01T12:39,339,211,3,flood,155.16,0.4577,81,Crew rerouted via alternate access track.
OUT-0001325,FDR-TSV-0080,REG-TSV,,2025-07-12T09:34,2025-07-12T12:01,147,92,5,flood,28.84,0.1962,108,Storm cell passed through feeder.
OUT-0001326,FDR-TSV-0078,REG-TSV,,2026-05-02T08:47,2026-05-02T13:06,259,417,10,vegetation,86.4,0.3336,113,Lightning strike at substation transformer.
OUT-0001327,FDR-TSV-0065,REG-TSV,AST-TSV-TRA-003303,2024-02-26T04:38,2024-02-26T11:00,382,80,2,flood,158.34,0.4145,74,Switched to alternate feeder during restoration.
OUT-0001328,FDR-TSV-0085,REG-TSV,,2025-01-13T17:00,2025-01-13T22:24,324,1227,12,vegetation,219.88,0.6787,58,Lightning strike at substation transformer.
OUT-0001329,FDR-TSV-0069,REG-TSV,AST-TSV-SWI-003626,2026-05-02T01:49,2026-05-02T06:07,258,118,2,vegetation,71.97,0.279,94,Helicopter inspection required.
OUT-0001330,FDR-MKY-0046,REG-MKY,AST-MKY-SEC-002407,2026-01-31T04:11,2026-01-31T07:11,180,448,9,lightning,80.96,0.4498,63,Switched to alternate feeder during restoration.
OUT-0001331,FDR-TSV-0067,REG-TSV,,2024-06-25T07:10,2024-06-25T11:05,235,287,7,vegetation,97.18,0.4135,96,Lightning strike at substation transformer.
OUT-0001332,FDR-TSV-0077,REG-TSV,AST-TSV-POL-004082,2026-02-18T22:54,2026-02-19T02:07,193,370,8,vegetation,63.03,0.3266,79,Storm cell passed through feeder.
OUT-0001333,FDR-TSV-0079,REG-TSV,AST-TSV-TRA-004211,2024-02-23T17:34,2024-02-23T21:19,225,54,5,storm,31.81,0.1414,46,Lightning strike at substation transformer.
OUT-0001334,FDR-MKY-0050,REG-MKY,AST-MKY-SWI-002589,2024-10-13T03:27,2024-10-13T07:27,240,33,1,vegetation,15.75,0.0656,83,Crew rerouted via alternate access track.
OUT-0001335,FDR--RW-0115,REG-RW,,2023-12-04T17:06,2023-12-04T21:59,293,86,0,planned,119.99,0.4095,117,Restoration delayed by access issues.
OUT-0001336,FDR-MKY-0043,REG-MKY,AST-MKY-POL-002239,2025-09-25T15:22,2025-09-25T19:53,271,362,6,storm,90.92,0.3355,91,Storm cell passed through feeder.
OUT-0001337,FDR-MKY-0055,REG-MKY,,2024-12-22T23:44,2024-12-23T05:34,350,157,5,storm,146.93,0.4198,59,Crew rerouted via alternate access track.
OUT-0001338,FDR-TSV-0076,REG-TSV,AST-TSV-CON-004004,2024-05-24T06:35,2024-05-24T11:25,290,224,6,vegetation,54.22,0.187,18,Storm cell passed through feeder.
OUT-0001339,FDR-MKY-0048,REG-MKY,,2026-05-12T02:39,2026-05-12T04:45,126,53,2,planned,38.83,0.3081,66,Vegetation contact confirmed at span.
OUT-0001340,FDR-TSV-0087,REG-TSV,,2025-05-12T12:11,2025-05-12T15:49,218,292,12,equipment_failure,37.31,0.1712,98,Switched to alternate feeder during restoration.
OUT-0001341,FDR-CQI-0090,REG-CQI,AST-CQI-POL-004913,2025-05-02T10:50,2025-05-02T14:13,203,568,10,equipment_failure,117.42,0.5784,64,Vegetation contact confirmed at span.
OUT-0001342,FDR-CQI-0105,REG-CQI,,2023-12-19T01:57,2023-12-19T06:04,247,380,6,lightning,123.18,0.4987,85,Lightning strike at substation transformer.
OUT-0001343,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003796,2024-08-18T15:29,2024-08-18T19:40,251,342,8,vegetation,73.37,0.2923,89,Helicopter inspection required.
OUT-0001344,FDR-TSV-0076,REG-TSV,,2023-09-14T08:39,2023-09-14T12:15,216,294,9,storm,53.01,0.2454,111,Vegetation contact confirmed at span.
OUT-0001345,FDR-MKY-0057,REG-MKY,,2025-06-19T06:40,2025-06-19T10:38,238,96,8,storm,23.95,0.1006,83,Switched to alternate feeder during restoration.
OUT-0001346,FDR-MKY-0046,REG-MKY,AST-MKY-SWI-002422,2023-10-14T05:52,2023-10-14T10:14,262,418,3,vegetation,109.96,0.4197,80,Storm cell passed through feeder.
OUT-0001347,FDR-TSV-0084,REG-TSV,,2025-08-21T05:16,2025-08-21T08:33,197,694,8,vegetation,149.09,0.7568,72,Helicopter inspection required.
OUT-0001348,FDR-MKY-0058,REG-MKY,AST-MKY-SEC-002928,2024-11-21T08:00,2024-11-21T11:56,236,259,6,vegetation,73.82,0.3128,118,Helicopter inspection required.
OUT-0001349,FDR-CQI-0107,REG-CQI,AST-CQI-POL-006058,2023-06-26T15:08,2023-06-26T16:31,83,6,0,storm,24.9,0.3,63,Storm cell passed through feeder.
OUT-0001350,FDR-TSV-0084,REG-TSV,AST-TSV-POL-004579,2024-01-01T20:54,2024-01-02T01:33,279,175,7,equipment_failure,53.24,0.1908,113,Lightning strike at substation transformer.
OUT-0001351,FDR-SEQ-0031,REG-SEQ,AST-SEQ-POL-001646,2024-12-23T21:22,2024-12-23T22:45,83,802,41,vehicle_impact,27.33,0.3292,95,Storm cell passed through feeder.
OUT-0001352,FDR-TSV-0086,REG-TSV,AST-TSV-POL-004703,2026-01-03T11:43,2026-01-03T17:10,327,374,10,flood,106.16,0.3247,85,Restoration delayed by access issues.
OUT-0001353,FDR-TSV-0076,REG-TSV,AST-TSV-POL-004001,2023-11-08T23:50,2023-11-09T05:06,316,117,10,vegetation,30.86,0.0977,43,Storm cell passed through feeder.
OUT-0001354,FDR-SEQ-0001,REG-SEQ,,2024-03-03T08:23,2024-03-03T11:24,181,1030,29,storm,96.2,0.5315,78,Restoration delayed by access issues.
OUT-0001355,FDR-MKY-0053,REG-MKY,AST-MKY-TRA-002697,2024-04-07T09:41,2024-04-07T13:00,199,132,0,vegetation,122.75,0.6168,61,Crew rerouted via alternate access track.
OUT-0001356,FDR-TSV-0071,REG-TSV,AST-TSV-POL-003729,2025-09-11T22:01,2025-09-12T00:38,157,184,4,equipment_failure,72.4,0.4612,75,Vegetation contact confirmed at span.
OUT-0001357,FDR-TSV-0072,REG-TSV,AST-TSV-TRA-003798,2025-06-20T15:50,2025-06-20T19:23,213,461,7,lightning,83.93,0.394,89,Storm cell passed through feeder.
OUT-0001358,FDR-MKY-0056,REG-MKY,AST-MKY-TRA-002798,2025-01-28T16:41,2025-01-28T22:13,332,495,9,equipment_failure,129.61,0.3904,105,Helicopter inspection required.
OUT-0001359,FDR-TSV-0075,REG-TSV,,2025-01-16T12:41,2025-01-16T14:58,137,110,1,flood,59.8,0.4365,58,Switched to alternate feeder during restoration.
OUT-0001360,FDR-MKY-0052,REG-MKY,AST-MKY-POL-002673,2024-06-17T19:34,2024-06-18T00:32,298,77,1,planned,93.28,0.313,57,Switched to alternate feeder during restoration.
OUT-0001361,FDR-TSV-0079,REG-TSV,AST-TSV-POL-004241,2023-08-28T06:16,2023-08-28T06:58,42,25,0,equipment_failure,2.75,0.0654,64,Crew rerouted via alternate access track.
OUT-0001362,FDR-TSV-0072,REG-TSV,AST-TSV-POL-003781,2023-10-15T22:14,2023-10-16T02:17,243,764,8,vegetation,158.68,0.653,87,Storm cell passed through feeder.
OUT-0001363,FDR-TSV-0088,REG-TSV,AST-TSV-TRA-004836,2023-08-09T18:28,2023-08-09T23:40,312,96,0,flood,150.51,0.4824,93,Switched to alternate feeder during restoration.
OUT-0001364,FDR-MKY-0044,REG-MKY,,2025-08-21T08:12,2025-08-21T12:21,249,461,4,vegetation,173.4,0.6964,48,Vegetation contact confirmed at span.
OUT-0001365,FDR-MKY-0047,REG-MKY,AST-MKY-POL-002439,2023-10-02T13:40,2023-10-02T17:53,253,363,7,storm,71.86,0.284,67,Storm cell passed through feeder.
OUT-0001366,FDR-TSV-0067,REG-TSV,,2026-03-30T18:12,2026-03-30T19:42,90,191,2,storm,24.77,0.2752,70,Helicopter inspection required.
OUT-0001367,FDR-TSV-0074,REG-TSV,AST-TSV-TRA-003920,2025-09-11T04:25,2025-09-11T07:10,165,271,2,lightning,82.65,0.5009,74,Restoration delayed by access issues.
OUT-0001368,FDR-TSV-0067,REG-TSV,,2023-08-23T06:53,2023-08-23T09:58,185,199,4,vegetation,53.05,0.2867,34,Switched to alternate feeder during restoration.
OUT-0001369,FDR--RW-0123,REG-RW,AST--RW-TRA-007408,2025-07-09T11:46,2025-07-09T16:36,290,124,2,lightning,81.17,0.2799,136,Vegetation contact confirmed at span.
OUT-0001370,FDR-TSV-0081,REG-TSV,AST-TSV-POL-004370,2025-10-16T17:40,2025-10-16T22:08,268,117,10,vegetation,27.24,0.1017,79,Switched to alternate feeder during restoration.
