asset_id,condition_score,failure_probability_12m,failure_probability_36m,health_band,risk_score,risk_band,risk_drivers,last_scored_at
AST-TSV-POL-004618,79.9,0.0105,0.0231,good,30.7,low,,2026-05-11
AST-TSV-TRA-004619,72.3,0.0381,0.1066,watch,37.3,medium,,2026-05-05
AST-TSV-POL-004620,58.8,0.0349,0.1,watch,40.9,medium,age,2026-05-11
AST-TSV-SEC-004621,42.4,0.0364,0.1027,poor,50.7,medium,age|condition|criticality|cyclone_exposure,2026-05-07
AST-TSV-POL-004622,53.8,0.0575,0.158,poor,49.5,medium,age|coastal_corrosion,2026-05-11
AST-TSV-POL-004623,69.1,0.0352,0.1068,watch,35.7,medium,coastal_corrosion,2026-05-03
AST-TSV-POL-004624,86.5,0.0018,0.0057,good,22.4,low,,2026-05-11
AST-TSV-POL-004625,68.6,0.0465,0.1113,watch,50.7,medium,coastal_corrosion|cyclone_exposure,2026-05-08
AST-TSV-POL-004626,52.3,0.0413,0.1116,poor,47.3,medium,age|cyclone_exposure,2026-05-16
AST-TSV-TRA-004627,36.6,0.1426,0.3476,poor,65.7,high,age|condition|criticality,2026-05-15
AST-TSV-POL-004628,83.4,0.011,0.0268,good,25.0,low,coastal_corrosion,2026-05-04
AST-TSV-POL-004629,48.5,0.0416,0.0899,poor,44.9,medium,age,2026-05-06
AST-TSV-POL-004630,82.4,0.0392,0.1132,good,34.7,medium,,2026-05-05
AST-TSV-POL-004631,54.6,0.0474,0.138,poor,50.3,medium,age|coastal_corrosion,2026-05-08
AST-TSV-POL-004632,60.7,0.0234,0.0565,watch,42.6,medium,age,2026-05-05
AST-TSV-SWI-004633,81.9,0.0598,0.1705,good,36.7,medium,criticality,2026-05-07
AST-TSV-POL-004634,52.1,0.0523,0.1288,poor,44.3,medium,age,2026-05-12
AST-TSV-POL-004635,57.6,0.04,0.1224,watch,41.1,medium,age,2026-05-07
AST-TSV-SWI-004636,53.0,0.0205,0.0487,poor,45.1,medium,age|coastal_corrosion,2026-05-06
AST-TSV-POL-004637,45.0,0.0384,0.0808,poor,47.0,medium,age|condition|coastal_corrosion,2026-05-13
AST-TSV-TRA-004638,70.9,0.0295,0.0939,watch,31.4,medium,,2026-05-06
AST-TSV-POL-004639,53.8,0.0719,0.1685,poor,60.3,high,age|criticality|coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-12
AST-TSV-POL-004640,53.5,0.0384,0.0851,poor,47.3,medium,coastal_corrosion,2026-05-08
AST-TSV-POL-004641,77.9,0.018,0.0395,good,28.5,low,,2026-05-03
AST-TSV-TRA-004642,48.6,0.0327,0.1039,poor,43.4,medium,age,2026-05-11
AST-TSV-CON-004643,42.2,0.0291,0.0719,poor,46.9,medium,age|condition|coastal_corrosion,2026-05-13
AST-TSV-POL-004644,39.7,0.049,0.1023,poor,52.2,medium,age|condition|coastal_corrosion|cyclone_exposure,2026-05-16
AST-TSV-POL-004645,71.6,0.0423,0.1313,watch,31.4,medium,coastal_corrosion,2026-05-10
AST-TSV-POL-004646,66.2,0.0572,0.1345,watch,34.7,medium,,2026-05-10
AST-TSV-TRA-004647,81.9,0.0359,0.0801,good,33.5,medium,,2026-05-05
AST-TSV-POL-004648,74.6,0.0383,0.1037,watch,31.2,medium,,2026-05-06
AST-TSV-POL-004649,59.0,0.055,0.115,watch,38.7,medium,,2026-05-16
AST-TSV-POL-004650,69.1,0.0307,0.0628,watch,32.1,medium,flood_exposure,2026-05-16
AST-TSV-RIN-004651,80.1,0.0361,0.1146,good,33.3,medium,coastal_corrosion,2026-05-05
AST-TSV-POL-004652,53.7,0.0513,0.1206,poor,40.5,medium,coastal_corrosion,2026-05-13
AST-TSV-RIN-004653,66.7,0.0386,0.1174,watch,33.6,medium,,2026-05-14
AST-TSV-POL-004654,36.0,0.0489,0.1109,poor,53.6,medium,age|condition|criticality|coastal_corrosion,2026-05-12
AST-TSV-POL-004655,48.5,0.0509,0.1211,poor,41.4,medium,age|coastal_corrosion,2026-05-05
AST-TSV-POL-004656,78.1,0.035,0.0985,good,32.3,medium,,2026-05-10
AST-TSV-TRA-004657,50.2,0.0448,0.1204,poor,41.8,medium,age,2026-05-05
AST-TSV-POL-004658,63.5,0.0556,0.1305,watch,48.3,medium,age|criticality,2026-05-09
AST-TSV-POL-004659,50.9,0.0414,0.0933,poor,55.1,medium,age|coastal_corrosion,2026-05-17
AST-TSV-TRA-004660,66.6,0.0262,0.0657,watch,40.5,medium,,2026-05-06
AST-TSV-POL-004661,48.6,0.0544,0.1612,poor,54.6,medium,age,2026-05-15
AST-TSV-POL-004662,68.0,0.0506,0.1517,watch,49.9,medium,,2026-05-09
AST-TSV-POL-004663,75.3,0.0547,0.1194,watch,32.3,medium,criticality,2026-05-04
AST-TSV-POL-004664,49.2,0.0326,0.078,poor,53.7,medium,age|coastal_corrosion,2026-05-16
AST-TSV-REC-004665,67.6,0.0265,0.0617,watch,39.9,medium,age,2026-05-09
AST-TSV-POL-004666,45.5,0.0256,0.0634,poor,45.8,medium,age|coastal_corrosion,2026-05-04
AST-TSV-CON-004667,75.5,0.0087,0.0217,watch,26.8,low,,2026-05-09
AST-TSV-SWI-004668,67.4,0.0458,0.1382,watch,44.3,medium,flood_exposure,2026-05-16
AST-TSV-POL-004669,47.3,0.0385,0.1096,poor,36.3,medium,age,2026-05-11
AST-TSV-SEC-004670,73.8,0.0317,0.0898,watch,33.1,medium,,2026-05-03
AST-TSV-POL-004671,78.1,0.0181,0.0553,good,26.8,low,,2026-05-09
AST-TSV-CON-004672,78.8,0.0444,0.1325,good,37.8,medium,,2026-05-03
AST-TSV-POL-004673,67.4,0.0081,0.02,watch,27.5,low,,2026-05-06
AST-TSV-TRA-004674,69.8,0.056,0.1308,watch,31.9,medium,coastal_corrosion,2026-05-07
AST-TSV-RIN-004675,72.7,0.0147,0.0383,watch,23.2,low,,2026-05-04
AST-TSV-POL-004676,65.6,0.0111,0.0346,watch,30.6,low,,2026-05-08
AST-TSV-SEC-004677,78.5,0.0579,0.1357,good,37.3,medium,cyclone_exposure,2026-05-13
AST-TSV-POL-004678,60.5,0.0213,0.0611,watch,31.2,medium,flood_exposure,2026-05-11
AST-TSV-CON-004679,69.3,0.0324,0.0671,watch,33.9,medium,coastal_corrosion,2026-05-08
AST-TSV-SWI-004680,65.1,0.0211,0.0584,watch,33.4,medium,,2026-05-06
AST-TSV-POL-004681,63.2,0.0205,0.0541,watch,50.1,medium,age|coastal_corrosion,2026-05-17
AST-TSV-POL-004682,63.4,0.0299,0.0858,watch,40.5,medium,,2026-05-09
AST-TSV-POL-004683,76.3,0.0044,0.0117,good,22.8,low,,2026-05-14
AST-TSV-POL-004684,71.4,0.035,0.0813,watch,44.0,medium,age,2026-05-05
AST-TSV-CON-004685,64.3,0.0478,0.098,watch,38.4,medium,,2026-05-11
AST-TSV-POL-004686,87.8,0.0012,0.0033,good,24.0,low,,2026-05-06
AST-TSV-POL-004687,56.1,0.0571,0.1449,watch,43.5,medium,age|cyclone_exposure,2026-05-11
AST-TSV-POL-004688,49.5,0.0295,0.0904,poor,49.5,medium,age|criticality,2026-05-16
AST-TSV-POL-004689,71.8,0.0362,0.0867,watch,33.0,medium,age|cyclone_exposure,2026-05-05
AST-TSV-TRA-004690,52.4,0.0339,0.1056,poor,53.9,medium,age,2026-05-16
AST-TSV-POL-004691,65.3,0.0424,0.1199,watch,40.0,medium,,2026-05-10
AST-TSV-REC-004692,71.8,0.0421,0.1233,watch,36.3,medium,,2026-05-12
AST-TSV-POL-004693,78.9,0.0332,0.1059,good,36.1,medium,coastal_corrosion,2026-05-12
AST-TSV-POL-004694,74.6,0.0583,0.1417,watch,38.0,medium,,2026-05-17
AST-TSV-POL-004695,73.8,0.0519,0.1526,watch,32.0,medium,,2026-05-10
AST-TSV-POL-004696,44.2,0.0336,0.0888,poor,50.5,medium,age|condition|criticality|coastal_corrosion,2026-05-17
AST-TSV-POL-004697,54.1,0.0405,0.0931,poor,47.9,medium,,2026-05-09
AST-TSV-POL-004698,75.8,0.0088,0.0215,watch,26.7,low,,2026-05-08
AST-TSV-REC-004699,53.2,0.024,0.0603,poor,51.6,medium,age,2026-05-11
AST-TSV-POL-004700,56.1,0.0289,0.0705,watch,45.7,medium,coastal_corrosion,2026-05-07
AST-TSV-TRA-004701,52.8,0.0313,0.0967,poor,47.7,medium,age,2026-05-09
AST-TSV-POL-004702,79.9,0.0558,0.1508,good,36.0,medium,criticality|flood_exposure,2026-05-05
AST-TSV-POL-004703,51.8,0.0242,0.0681,poor,46.7,medium,coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-06
AST-TSV-CON-004704,80.2,0.032,0.0679,good,38.8,medium,cyclone_exposure,2026-05-12
AST-TSV-POL-004705,62.8,0.0345,0.0903,watch,34.9,medium,criticality,2026-05-15
AST-TSV-RIN-004706,75.0,0.0318,0.0658,watch,34.8,medium,age,2026-05-04
AST-TSV-TRA-004707,70.6,0.046,0.1097,watch,46.7,medium,criticality|access_difficulty,2026-05-12
AST-TSV-CON-004708,52.5,0.0343,0.0867,poor,53.3,medium,age,2026-05-14
AST-TSV-TRA-004709,88.2,0.0082,0.0224,good,17.3,low,,2026-05-14
AST-TSV-POL-004710,52.9,0.0532,0.1692,poor,54.0,medium,age|cyclone_exposure,2026-05-13
AST-TSV-POL-004711,72.3,0.0337,0.0725,watch,33.0,medium,coastal_corrosion,2026-05-17
AST-TSV-POL-004712,37.8,0.0304,0.0895,poor,50.7,medium,age|condition|coastal_corrosion|flood_exposure,2026-05-11
AST-TSV-POL-004713,46.1,0.0477,0.131,poor,54.6,medium,age|cyclone_exposure,2026-05-03
AST-TSV-POL-004714,71.4,0.0497,0.1387,watch,33.6,medium,criticality|coastal_corrosion,2026-05-17
AST-TSV-POL-004715,65.5,0.036,0.088,watch,49.9,medium,criticality,2026-05-10
AST-TSV-POL-004716,72.2,0.0466,0.1416,watch,38.3,medium,cyclone_exposure,2026-05-10
AST-TSV-CON-004717,79.0,0.0583,0.1572,good,40.9,medium,coastal_corrosion|flood_exposure,2026-05-11
AST-TSV-POL-004718,42.1,0.1085,0.2512,poor,59.4,high,age|condition|coastal_corrosion,2026-05-05
AST-TSV-POL-004719,69.1,0.0207,0.0421,watch,34.5,medium,,2026-05-03
AST-TSV-POL-004720,54.5,0.0524,0.1111,poor,51.5,medium,age,2026-05-12
AST-TSV-POL-004721,60.4,0.019,0.0517,watch,27.9,low,coastal_corrosion,2026-05-05
AST-TSV-POL-004722,44.5,0.0402,0.0868,poor,49.8,medium,age|condition,2026-05-03
AST-TSV-TRA-004723,84.6,0.0137,0.0438,good,26.3,low,cyclone_exposure,2026-05-10
AST-TSV-POL-004724,46.3,0.0689,0.22,poor,61.1,high,age|coastal_corrosion,2026-05-04
AST-TSV-POL-004725,68.7,0.0508,0.1525,watch,45.4,medium,,2026-05-12
AST-TSV-POL-004726,78.6,0.0243,0.0648,good,36.1,medium,criticality|coastal_corrosion|cyclone_exposure,2026-05-04
AST-TSV-POL-004727,53.0,0.0569,0.1776,poor,47.4,medium,age|coastal_corrosion,2026-05-12
AST-TSV-CON-004728,44.1,0.0209,0.0541,poor,50.5,medium,age|condition|cyclone_exposure,2026-05-09
AST-TSV-POL-004729,75.9,0.0243,0.0548,watch,32.1,medium,coastal_corrosion,2026-05-05
AST-TSV-TRA-004730,68.7,0.022,0.0453,watch,42.2,medium,,2026-05-07
AST-TSV-POL-004731,60.3,0.0403,0.0994,watch,33.6,medium,coastal_corrosion,2026-05-16
AST-TSV-RIN-004732,61.4,0.0331,0.0973,watch,48.7,medium,cyclone_exposure,2026-05-17
AST-TSV-POL-004733,63.5,0.0372,0.1074,watch,35.4,medium,,2026-05-13
AST-TSV-POL-004734,65.9,0.0391,0.1125,watch,47.2,medium,criticality|access_difficulty,2026-05-05
AST-TSV-REC-004735,74.1,0.0571,0.1502,watch,32.8,medium,,2026-05-03
AST-TSV-POL-004736,70.0,0.049,0.1447,watch,35.6,medium,,2026-05-07
AST-TSV-POL-004737,58.9,0.038,0.0963,watch,52.6,medium,age|cyclone_exposure,2026-05-11
AST-TSV-POL-004738,76.4,0.0018,0.0039,good,29.9,low,,2026-05-15
AST-TSV-RIN-004739,68.7,0.0458,0.1443,watch,41.2,medium,,2026-05-17
AST-TSV-POL-004740,78.7,0.0117,0.0336,good,29.8,low,flood_exposure,2026-05-16
AST-TSV-POL-004741,50.1,0.0328,0.0746,poor,34.1,medium,,2026-05-14
AST-TSV-TRA-004742,52.7,0.0442,0.0884,poor,48.5,medium,age|coastal_corrosion,2026-05-11
AST-TSV-REC-004743,58.1,0.0229,0.0695,watch,49.5,medium,age,2026-05-09
AST-TSV-POL-004744,73.9,0.0221,0.0704,watch,36.7,medium,,2026-05-09
AST-TSV-CON-004745,73.6,0.0383,0.0962,watch,39.3,medium,cyclone_exposure,2026-05-12
AST-TSV-TRA-004746,69.5,0.0578,0.1649,watch,35.9,medium,age|cyclone_exposure,2026-05-15
AST-TSV-POL-004747,60.2,0.0254,0.0775,watch,44.0,medium,cyclone_exposure,2026-05-06
AST-TSV-POL-004748,71.4,0.051,0.1151,watch,39.5,medium,,2026-05-04
AST-TSV-POL-004749,73.4,0.0522,0.1325,watch,35.5,medium,,2026-05-07
AST-TSV-POL-004750,50.4,0.0992,0.3082,poor,59.1,high,age|cyclone_exposure,2026-05-08
AST-TSV-CON-004751,44.7,0.0582,0.1839,poor,47.7,medium,age|condition,2026-05-17
AST-TSV-SWI-004752,75.4,0.018,0.0466,watch,28.2,low,coastal_corrosion,2026-05-16
AST-TSV-TRA-004753,68.6,0.0244,0.0685,watch,35.0,medium,,2026-05-09
AST-TSV-POL-004754,79.0,0.0065,0.0195,good,24.5,low,,2026-05-06
AST-TSV-POL-004755,57.9,0.0575,0.1696,watch,33.6,medium,coastal_corrosion,2026-05-09
AST-TSV-TRA-004756,63.5,0.0386,0.078,watch,44.1,medium,,2026-05-14
AST-TSV-POL-004757,60.9,0.0406,0.1185,watch,52.3,medium,age,2026-05-03
AST-TSV-TRA-004758,42.8,0.0564,0.1233,poor,47.9,medium,age|condition|access_difficulty,2026-05-15
AST-TSV-RIN-004759,48.7,0.105,0.2584,poor,58.7,high,age|coastal_corrosion|cyclone_exposure,2026-05-12
AST-TSV-POL-004760,47.0,0.0223,0.0653,poor,55.2,medium,age|coastal_corrosion,2026-05-08
AST-TSV-REC-004761,53.2,0.0268,0.0644,poor,51.1,medium,coastal_corrosion,2026-05-15
AST-TSV-POL-004762,62.1,0.0456,0.1193,watch,48.8,medium,criticality|coastal_corrosion|cyclone_exposure,2026-05-16
AST-TSV-POL-004763,72.5,0.0089,0.0192,watch,24.2,low,coastal_corrosion,2026-05-06
AST-TSV-POL-004764,70.2,0.0362,0.1064,watch,35.8,medium,coastal_corrosion,2026-05-06
AST-TSV-POL-004765,80.5,0.0246,0.0636,good,37.1,medium,,2026-05-17
AST-TSV-POL-004766,82.8,0.0084,0.02,good,28.9,low,coastal_corrosion|cyclone_exposure,2026-05-13
AST-TSV-POL-004767,73.0,0.0397,0.1209,watch,37.1,medium,flood_exposure,2026-05-09
AST-TSV-CON-004768,72.7,0.0252,0.0578,watch,39.2,medium,cyclone_exposure,2026-05-06
AST-TSV-TRA-004769,78.8,0.0224,0.0586,good,33.9,medium,,2026-05-13
AST-TSV-POL-004770,53.1,0.038,0.09,poor,52.5,medium,age,2026-05-13
AST-TSV-POL-004771,63.1,0.0503,0.1451,watch,42.3,medium,criticality|flood_exposure|cyclone_exposure,2026-05-05
AST-TSV-POL-004772,65.9,0.0389,0.0834,watch,39.8,medium,coastal_corrosion|flood_exposure,2026-05-04
AST-TSV-POL-004773,53.4,0.0509,0.1323,poor,49.3,medium,age|coastal_corrosion,2026-05-12
AST-TSV-POL-004774,68.5,0.0084,0.0204,watch,25.1,low,,2026-05-13
AST-TSV-POL-004775,51.5,0.032,0.0689,poor,43.9,medium,age|coastal_corrosion,2026-05-05
AST-TSV-SEC-004776,49.4,0.0368,0.0917,poor,37.5,medium,age,2026-05-14
AST-TSV-POL-004777,48.9,0.0444,0.0945,poor,53.3,medium,age,2026-05-09
AST-TSV-TRA-004778,67.7,0.0256,0.0773,watch,41.7,medium,coastal_corrosion,2026-05-05
AST-TSV-POL-004779,52.6,0.0546,0.1621,poor,42.2,medium,age|coastal_corrosion,2026-05-11
AST-TSV-SWI-004780,89.3,0.0181,0.0432,good,25.5,low,,2026-05-15
AST-TSV-RIN-004781,61.6,0.0284,0.0882,watch,33.0,medium,,2026-05-05
AST-TSV-POL-004782,78.4,0.0033,0.0089,good,22.4,low,coastal_corrosion,2026-05-07
AST-TSV-POL-004783,51.1,0.037,0.0952,poor,43.3,medium,age|flood_exposure,2026-05-04
AST-TSV-SEC-004784,75.6,0.048,0.1527,watch,38.5,medium,age,2026-05-09
AST-TSV-POL-004785,59.1,0.0256,0.0792,watch,47.2,medium,age|cyclone_exposure,2026-05-13
AST-TSV-POL-004786,57.8,0.036,0.1009,watch,32.1,medium,coastal_corrosion,2026-05-10
AST-TSV-POL-004787,65.9,0.042,0.126,watch,42.0,medium,coastal_corrosion|flood_exposure|cyclone_exposure,2026-05-04
AST-TSV-POL-004788,53.3,0.0417,0.1242,poor,43.6,medium,age|coastal_corrosion|flood_exposure,2026-05-12
AST-TSV-SWI-004789,52.5,0.0559,0.1283,poor,38.1,medium,age,2026-05-12
AST-TSV-TRA-004790,83.7,0.0272,0.0754,good,32.5,medium,criticality,2026-05-07
AST-TSV-RIN-004791,80.4,0.0364,0.084,good,34.1,medium,criticality,2026-05-07
AST-TSV-CON-004792,35.8,0.0493,0.1388,poor,55.4,medium,age|condition|coastal_corrosion,2026-05-09
AST-TSV-POL-004793,72.9,0.0272,0.0825,watch,33.5,medium,,2026-05-05
AST-TSV-POL-004794,73.1,0.0107,0.0291,watch,30.6,low,,2026-05-04
AST-TSV-POL-004795,79.6,0.0181,0.0447,good,24.6,low,coastal_corrosion,2026-05-10
AST-TSV-RIN-004796,63.3,0.0369,0.1108,watch,34.2,medium,coastal_corrosion,2026-05-16
AST-TSV-POL-004797,35.6,0.0325,0.0963,poor,52.8,medium,age|condition|coastal_corrosion,2026-05-09
AST-TSV-POL-004798,72.7,0.0555,0.1318,watch,31.1,medium,coastal_corrosion,2026-05-06
AST-TSV-POL-004799,98.4,0.0102,0.0256,good,23.6,low,,2026-05-08
AST-TSV-SEC-004800,58.3,0.0576,0.1725,watch,50.1,medium,coastal_corrosion|flood_exposure,2026-05-06
AST-TSV-POL-004801,49.4,0.0218,0.065,poor,39.3,medium,coastal_corrosion,2026-05-04
AST-TSV-REC-004802,84.4,0.0148,0.0443,good,25.0,low,,2026-05-16
AST-TSV-POL-004803,48.1,0.0485,0.1443,poor,42.9,medium,age,2026-05-08
AST-TSV-SEC-004804,80.6,0.0113,0.0238,good,25.9,low,,2026-05-16
AST-TSV-POL-004805,72.6,0.0193,0.0509,watch,30.3,low,coastal_corrosion,2026-05-13
AST-TSV-POL-004806,77.4,0.0415,0.1277,good,40.0,medium,coastal_corrosion|flood_exposure,2026-05-13
AST-TSV-TRA-004807,70.6,0.0557,0.1446,watch,31.3,medium,,2026-05-07
AST-TSV-SWI-004808,62.8,0.0581,0.1631,watch,51.0,medium,criticality|access_difficulty,2026-05-17
AST-TSV-SWI-004809,67.9,0.0507,0.1579,watch,34.8,medium,age,2026-05-10
AST-TSV-SWI-004810,44.7,0.0243,0.0751,poor,51.1,medium,age|condition|coastal_corrosion|cyclone_exposure,2026-05-14
AST-TSV-POL-004811,54.0,0.0436,0.1349,poor,41.2,medium,,2026-05-17
AST-TSV-CON-004812,61.3,0.0585,0.1566,watch,35.6,medium,coastal_corrosion,2026-05-04
AST-TSV-POL-004813,75.1,0.0584,0.1526,watch,31.6,medium,,2026-05-07
AST-TSV-POL-004814,83.0,0.0456,0.1045,good,32.9,medium,,2026-05-06
AST-TSV-POL-004815,66.1,0.0335,0.0734,watch,44.9,medium,criticality,2026-05-07
AST-TSV-POL-004816,69.4,0.0326,0.0846,watch,34.1,medium,coastal_corrosion,2026-05-06
AST-TSV-POL-004817,54.9,0.0556,0.1706,poor,53.4,medium,age|coastal_corrosion,2026-05-16
AST-TSV-SEC-004818,81.4,0.013,0.0408,good,30.3,low,coastal_corrosion,2026-05-04
AST-TSV-POL-004819,56.5,0.0595,0.166,watch,45.7,medium,coastal_corrosion,2026-05-08
AST-TSV-TRA-004820,60.8,0.0214,0.0608,watch,33.7,medium,age|coastal_corrosion,2026-05-07
AST-TSV-TRA-004821,51.1,0.0909,0.2386,poor,63.1,high,age|coastal_corrosion|cyclone_exposure,2026-05-15
AST-TSV-CON-004822,88.7,0.0189,0.0431,good,25.2,low,criticality,2026-05-10
AST-TSV-REC-004823,79.6,0.0342,0.0806,good,36.8,medium,coastal_corrosion,2026-05-16
AST-TSV-POL-004824,81.7,0.0506,0.1076,good,33.6,medium,coastal_corrosion,2026-05-15
AST-TSV-RIN-004825,63.6,0.031,0.0914,watch,44.9,medium,,2026-05-08
AST-TSV-SEC-004826,65.3,0.0379,0.0867,watch,39.0,medium,,2026-05-07
AST-TSV-POL-004827,67.9,0.0115,0.0329,watch,27.3,low,,2026-05-13
AST-TSV-RIN-004828,43.8,0.1272,0.2895,poor,58.9,high,age|condition|criticality|coastal_corrosion,2026-05-09
AST-TSV-SWI-004829,82.1,0.0086,0.0185,good,25.8,low,cyclone_exposure,2026-05-05
AST-TSV-SWI-004830,69.3,0.0259,0.059,watch,38.1,medium,,2026-05-13
AST-TSV-POL-004831,68.7,0.0344,0.0843,watch,42.8,medium,coastal_corrosion,2026-05-14
AST-TSV-REC-004832,79.4,0.0309,0.0956,good,37.6,medium,coastal_corrosion|cyclone_exposure,2026-05-07
AST-TSV-POL-004833,47.4,0.0857,0.2566,poor,56.8,high,age|coastal_corrosion|cyclone_exposure,2026-05-14
AST-TSV-SWI-004834,49.4,0.0216,0.0482,poor,41.8,medium,age|coastal_corrosion,2026-05-10
AST-TSV-POL-004835,73.6,0.0549,0.1527,watch,40.2,medium,,2026-05-11
AST-TSV-TRA-004836,80.6,0.0143,0.0394,good,31.0,low,flood_exposure|cyclone_exposure,2026-05-09
AST-TSV-POL-004837,59.4,0.0505,0.1588,watch,46.6,medium,age,2026-05-10
AST-TSV-TRA-004838,82.8,0.0067,0.0164,good,25.5,low,,2026-05-16
AST-TSV-SWI-004839,79.1,0.0517,0.1107,good,35.0,medium,cyclone_exposure,2026-05-13
AST-TSV-POL-004840,71.8,0.0351,0.0977,watch,41.3,medium,criticality,2026-05-16
AST-TSV-POL-004841,73.1,0.0317,0.095,watch,41.3,medium,criticality|coastal_corrosion,2026-05-08
AST-TSV-POL-004842,82.3,0.0279,0.0886,good,31.4,medium,coastal_corrosion,2026-05-06
AST-TSV-POL-004843,67.3,0.009,0.0213,watch,29.7,low,,2026-05-03
AST-TSV-POL-004844,66.7,0.0422,0.1251,watch,37.7,medium,coastal_corrosion,2026-05-17
AST-TSV-TRA-004845,37.4,0.0477,0.1172,poor,49.5,medium,age|condition,2026-05-08
AST-TSV-CON-004846,61.1,0.0566,0.1248,watch,32.8,medium,,2026-05-05
AST-TSV-CON-004847,56.2,0.0444,0.1036,watch,42.6,medium,,2026-05-05
AST-TSV-SWI-004848,39.2,0.0467,0.1457,poor,50.2,medium,age|condition|coastal_corrosion|cyclone_exposure,2026-05-09
AST-TSV-POL-004849,67.1,0.0445,0.1271,watch,34.9,medium,,2026-05-06
AST-TSV-POL-004850,66.5,0.0201,0.0608,watch,34.9,medium,coastal_corrosion,2026-05-12
AST-TSV-CON-004851,54.4,0.0335,0.0974,poor,52.1,medium,age,2026-05-04
AST-TSV-POL-004852,70.7,0.0239,0.0735,watch,39.4,medium,,2026-05-06
AST-TSV-POL-004853,58.9,0.0449,0.1005,watch,51.6,medium,age|coastal_corrosion|flood_exposure,2026-05-11
AST-TSV-POL-004854,71.7,0.0408,0.0983,watch,41.0,medium,cyclone_exposure|access_difficulty,2026-05-13
AST-TSV-SEC-004855,64.5,0.0386,0.0897,watch,55.4,medium,criticality|coastal_corrosion,2026-05-05
AST-TSV-CON-004856,73.3,0.0042,0.0091,watch,29.9,low,criticality,2026-05-05
AST-TSV-TRA-004857,70.4,0.0094,0.0241,watch,29.3,low,coastal_corrosion,2026-05-14
AST-TSV-POL-004858,51.7,0.0593,0.1671,poor,41.3,medium,,2026-05-16
AST-TSV-POL-004859,50.6,0.0451,0.1343,poor,49.4,medium,coastal_corrosion,2026-05-16
AST-TSV-POL-004860,39.9,0.0774,0.207,poor,57.1,high,age|condition|coastal_corrosion,2026-05-07
AST-TSV-POL-004861,67.5,0.0433,0.0959,watch,37.4,medium,,2026-05-03
AST-TSV-POL-004862,67.4,0.0402,0.102,watch,43.4,medium,,2026-05-12
AST-TSV-POL-004863,73.6,0.0329,0.0693,watch,32.2,medium,coastal_corrosion,2026-05-06
AST-TSV-POL-004864,71.6,0.0032,0.0082,watch,28.5,low,coastal_corrosion|cyclone_exposure,2026-05-09
AST-TSV-TRA-004865,50.2,0.0384,0.1029,poor,50.3,medium,,2026-05-10
AST-TSV-POL-004866,53.8,0.0393,0.1009,poor,49.7,medium,age,2026-05-09
AST-TSV-TRA-004867,52.2,0.0217,0.0532,poor,42.4,medium,,2026-05-16
AST-TSV-POL-004868,66.0,0.0237,0.0712,watch,34.8,medium,coastal_corrosion,2026-05-06
AST-TSV-POL-004869,51.7,0.0322,0.0887,poor,49.1,medium,age|criticality|coastal_corrosion,2026-05-13
AST-TSV-POL-004870,74.5,0.0282,0.057,watch,33.9,medium,,2026-05-05
AST-TSV-POL-004871,65.4,0.0212,0.051,watch,43.5,medium,coastal_corrosion,2026-05-03
AST-TSV-TRA-004872,58.1,0.0685,0.1395,watch,57.8,high,age|flood_exposure|cyclone_exposure,2026-05-17
AST-TSV-POL-004873,92.5,0.0093,0.0204,good,17.7,low,,2026-05-07
AST-TSV-SWI-004874,48.5,0.0407,0.1222,poor,48.1,medium,coastal_corrosion|cyclone_exposure,2026-05-03
AST-TSV-POL-004875,66.2,0.0102,0.0215,watch,29.4,low,coastal_corrosion,2026-05-13
AST-TSV-TRA-004876,71.0,0.0206,0.0644,watch,34.9,medium,,2026-05-12
AST-TSV-TRA-004877,52.0,0.0367,0.0824,poor,48.4,medium,age|coastal_corrosion,2026-05-15
AST-TSV-POL-004878,61.0,0.0363,0.0892,watch,44.0,medium,criticality|coastal_corrosion,2026-05-06
AST-TSV-TRA-004879,53.0,0.042,0.0893,poor,44.5,medium,age|coastal_corrosion,2026-05-08
AST-TSV-CON-004880,39.5,0.0667,0.1392,poor,57.0,high,age|condition|cyclone_exposure,2026-05-17
AST-TSV-POL-004881,67.1,0.0398,0.083,watch,44.2,medium,cyclone_exposure,2026-05-16
AST-TSV-POL-004882,85.1,0.0518,0.1399,good,35.3,medium,criticality|coastal_corrosion,2026-05-03
AST-TSV-SWI-004883,50.0,0.0311,0.0916,poor,46.7,medium,age|coastal_corrosion,2026-05-04
AST-TSV-TRA-004884,74.7,0.0366,0.0983,watch,35.2,medium,,2026-05-05
AST-TSV-POL-004885,84.7,0.0513,0.1135,good,36.0,medium,,2026-05-14
