work_order_id,asset_id,feeder_id,region_id,work_type,priority,status,created_date,scheduled_date,completed_date,estimated_hours,estimated_cost_aud,crew_type,depot_id
WO-0001969,AST-CQI-POL-005989,FDR-CQI-0106,REG-CQI,planned_maintenance,urgent,completed,2025-09-02,2025-09-21,2025-10-19,14.7,15673.91,line_crew,DEP-CQI-0010
WO-0001970,AST--RW-POL-007231,FDR--RW-0121,REG-RW,access_remediation,low,scheduled,2025-07-29,2025-10-06,,32.3,20584.86,vegetation_crew,DEP--RW-0013
WO-0001971,AST-CQI-POL-005213,FDR-CQI-0094,REG-CQI,planned_maintenance,high,completed,2025-02-24,2025-03-16,2025-04-08,15.9,10563.58,vegetation_crew,DEP-CQI-0010
WO-0001972,AST-CQI-TRA-005643,FDR-CQI-0100,REG-CQI,storm_response,high,scheduled,2025-05-31,2025-07-08,,9.9,9491.78,substation_crew,DEP-CQI-0010
WO-0001973,AST-TSV-POL-003602,FDR-TSV-0069,REG-TSV,repair,high,completed,2024-10-10,2025-01-08,2025-01-21,29.5,17223.06,drone_team,DEP-TSV-0006
WO-0001974,,FDR-SEQ-0027,REG-SEQ,inspection,high,completed,2026-02-27,2026-04-24,2026-05-08,15.9,15868.99,substation_crew,DEP-SEQ-0001
WO-0001975,,FDR-CQI-0103,REG-CQI,inspection,urgent,cancelled,2025-10-19,2025-11-12,,24.8,16561.33,line_crew,DEP-CQI-0010
WO-0001976,,FDR--RW-0109,REG-RW,vegetation_treatment,medium,completed,2025-05-01,2025-07-15,2025-08-07,28.7,9629.47,line_crew,DEP--RW-0012
WO-0001977,AST-TSV-POL-003344,FDR-TSV-0066,REG-TSV,inspection,low,approved,2025-07-22,2025-10-12,,16.3,12739.59,drone_team,DEP-TSV-0007
WO-0001978,AST-SEQ-SWI-000955,FDR-SEQ-0017,REG-SEQ,vegetation_treatment,low,cancelled,2024-08-14,2024-08-27,,28.2,11554.43,line_crew,DEP-SEQ-0001
WO-0001979,,FDR--RW-0124,REG-RW,inspection,high,draft,2025-05-14,2025-06-12,,3.3,6495.21,drone_team,DEP--RW-0011
WO-0001980,AST--RW-POL-007624,FDR--RW-0125,REG-RW,access_remediation,high,scheduled,2025-08-26,2025-10-15,,26.7,9260.12,line_crew,DEP--RW-0011
WO-0001981,,FDR-CQI-0091,REG-CQI,storm_response,high,scheduled,2026-04-20,2026-07-03,,31.8,9269.69,substation_crew,DEP-CQI-0009
WO-0001982,AST-CQI-SEC-004903,FDR-CQI-0089,REG-CQI,vegetation_treatment,high,completed,2025-08-16,2025-09-01,2025-09-09,30.7,14280.92,drone_team,DEP-CQI-0009
WO-0001983,AST-SEQ-POL-002017,FDR-SEQ-0039,REG-SEQ,repair,medium,scheduled,2024-12-09,2025-02-25,,30.0,11459.6,line_crew,DEP-SEQ-0001
WO-0001984,AST-SEQ-POL-000235,FDR-SEQ-0005,REG-SEQ,repair,high,scheduled,2025-12-21,2026-01-30,,35.7,8838.18,substation_crew,DEP-SEQ-0001
WO-0001985,AST-MKY-TRA-003300,FDR-MKY-0064,REG-MKY,planned_maintenance,low,scheduled,2026-04-26,2026-07-02,,21.0,12046.68,drone_team,DEP-MKY-0004
WO-0001986,,FDR-MKY-0062,REG-MKY,replacement,urgent,completed,2024-07-17,2024-10-05,2024-10-25,2.4,8391.69,vegetation_crew,DEP-MKY-0005
WO-0001987,AST-CQI-POL-005812,FDR-CQI-0103,REG-CQI,vegetation_treatment,high,scheduled,2026-05-06,2026-05-25,,24.2,11683.01,vegetation_crew,DEP-CQI-0010
WO-0001988,,FDR-MKY-0057,REG-MKY,inspection,low,scheduled,2024-10-12,2024-10-15,,19.9,11144.23,substation_crew,DEP-MKY-0005
WO-0001989,AST-TSV-POL-004442,FDR-TSV-0082,REG-TSV,planned_maintenance,medium,scheduled,2025-05-28,2025-07-17,,18.2,12956.6,substation_crew,DEP-TSV-0008
WO-0001990,,FDR-SEQ-0035,REG-SEQ,repair,urgent,scheduled,2025-02-13,2025-03-23,,28.2,17111.88,drone_team,DEP-SEQ-0001
WO-0001991,,FDR--RW-0112,REG-RW,vegetation_treatment,medium,scheduled,2025-05-19,2025-05-25,,27.4,10168.92,vegetation_crew,DEP--RW-0012
WO-0001992,,FDR-TSV-0066,REG-TSV,replacement,medium,completed,2024-10-16,2024-12-28,2025-01-04,17.3,7594.18,drone_team,DEP-TSV-0008
WO-0001993,AST-TSV-POL-003996,FDR-TSV-0076,REG-TSV,inspection,high,completed,2024-10-26,2025-01-21,2025-01-27,30.7,14549.53,line_crew,DEP-TSV-0006
WO-0001994,AST-MKY-RIN-002752,FDR-MKY-0055,REG-MKY,repair,high,completed,2025-01-25,2025-03-23,2025-04-17,25.4,15779.88,substation_crew,DEP-MKY-0004
WO-0001995,AST-TSV-POL-004483,FDR-TSV-0082,REG-TSV,replacement,medium,scheduled,2026-04-04,2026-04-18,,25.9,16063.04,substation_crew,DEP-TSV-0006
WO-0001996,AST-MKY-POL-002729,FDR-MKY-0054,REG-MKY,planned_maintenance,medium,in_progress,2025-06-26,2025-09-18,,28.2,10465.95,drone_team,DEP-MKY-0005
WO-0001997,AST-TSV-SEC-004314,FDR-TSV-0080,REG-TSV,access_remediation,high,scheduled,2024-06-04,2024-09-01,,18.8,9841.75,line_crew,DEP-TSV-0008
WO-0001998,,FDR--RW-0117,REG-RW,vegetation_treatment,urgent,scheduled,2026-03-13,2026-04-25,,23.8,11187.85,substation_crew,DEP--RW-0013
WO-0001999,,FDR-TSV-0082,REG-TSV,repair,low,in_progress,2024-07-10,2024-09-26,,11.5,3569.26,line_crew,DEP-TSV-0006
WO-0002000,,FDR-SEQ-0020,REG-SEQ,storm_response,low,in_progress,2025-10-24,2025-11-30,,21.9,16328.81,substation_crew,DEP-SEQ-0002
WO-0002001,AST-SEQ-POL-001302,FDR-SEQ-0024,REG-SEQ,repair,high,scheduled,2025-12-10,2026-01-25,,20.1,7895.44,line_crew,DEP-SEQ-0002
WO-0002002,AST-MKY-POL-003185,FDR-MKY-0062,REG-MKY,replacement,medium,in_progress,2025-09-13,2025-11-04,,16.5,7579.26,vegetation_crew,DEP-MKY-0004
WO-0002003,AST--RW-POL-006393,FDR--RW-0111,REG-RW,inspection,low,approved,2025-10-21,2025-11-07,,19.7,10461.24,substation_crew,DEP--RW-0013
WO-0002004,AST--RW-POL-006308,FDR--RW-0110,REG-RW,storm_response,low,draft,2025-12-18,2026-01-16,,7.5,4614.6,line_crew,DEP--RW-0013
WO-0002005,AST-MKY-POL-002379,FDR-MKY-0046,REG-MKY,vegetation_treatment,medium,scheduled,2026-02-17,2026-03-11,,14.6,13956.27,drone_team,DEP-MKY-0005
WO-0002006,AST-TSV-POL-004105,FDR-TSV-0077,REG-TSV,replacement,high,completed,2025-09-22,2025-09-26,2025-10-18,10.2,8170.09,substation_crew,DEP-TSV-0008
WO-0002007,,FDR--RW-0110,REG-RW,replacement,medium,scheduled,2026-03-02,2026-04-02,,27.3,15430.81,vegetation_crew,DEP--RW-0013
WO-0002008,AST-SEQ-CON-000649,FDR-SEQ-0012,REG-SEQ,repair,medium,completed,2026-04-11,2026-05-29,2026-05-29,13.5,4645.42,vegetation_crew,DEP-SEQ-0001
WO-0002009,AST-CQI-CON-005068,FDR-CQI-0092,REG-CQI,vegetation_treatment,medium,approved,2026-04-21,2026-07-12,,5.5,3939.71,line_crew,DEP-CQI-0009
WO-0002010,,FDR-TSV-0066,REG-TSV,inspection,low,in_progress,2026-05-05,2026-06-07,,30.6,17709.12,line_crew,DEP-TSV-0007
WO-0002011,AST--RW-POL-006938,FDR--RW-0117,REG-RW,storm_response,medium,completed,2024-07-28,2024-08-28,2024-09-18,10.1,13559.67,vegetation_crew,DEP--RW-0012
WO-0002012,,FDR--RW-0127,REG-RW,replacement,high,scheduled,2025-02-02,2025-04-15,,32.3,9875.32,substation_crew,DEP--RW-0012
WO-0002013,,FDR-SEQ-0035,REG-SEQ,vegetation_treatment,high,scheduled,2025-07-07,2025-09-30,,18.7,12869.74,line_crew,DEP-SEQ-0002
WO-0002014,,FDR-MKY-0057,REG-MKY,repair,low,completed,2026-03-10,2026-03-20,2026-04-04,5.1,11612.1,substation_crew,DEP-MKY-0004
WO-0002015,AST-TSV-POL-003749,FDR-TSV-0071,REG-TSV,replacement,low,completed,2025-05-07,2025-05-24,2025-05-27,9.9,13444.41,substation_crew,DEP-TSV-0006
WO-0002016,AST-CQI-TRA-005325,FDR-CQI-0095,REG-CQI,repair,medium,scheduled,2024-07-09,2024-08-15,,20.7,8329.23,vegetation_crew,DEP-CQI-0010
WO-0002017,AST-CQI-SWI-005752,FDR-CQI-0102,REG-CQI,repair,medium,completed,2025-08-25,2025-09-03,2025-10-01,31.8,12621.12,substation_crew,DEP-CQI-0010
WO-0002018,,FDR--RW-0117,REG-RW,inspection,medium,in_progress,2025-12-10,2026-01-20,,8.5,9711.17,vegetation_crew,DEP--RW-0012
WO-0002019,AST-TSV-POL-004187,FDR-TSV-0078,REG-TSV,vegetation_treatment,medium,draft,2025-05-23,2025-06-17,,22.5,17216.64,vegetation_crew,DEP-TSV-0006
WO-0002020,AST-SEQ-POL-001795,FDR-SEQ-0034,REG-SEQ,vegetation_treatment,low,scheduled,2025-04-26,2025-06-12,,11.7,14863.81,substation_crew,DEP-SEQ-0001
WO-0002021,AST-TSV-POL-004724,FDR-TSV-0086,REG-TSV,repair,medium,scheduled,2025-08-12,2025-09-05,,22.8,15317.61,vegetation_crew,DEP-TSV-0007
WO-0002022,AST-TSV-CON-004402,FDR-TSV-0081,REG-TSV,vegetation_treatment,high,scheduled,2025-01-22,2025-04-03,,35.0,13043.26,line_crew,DEP-TSV-0006
WO-0002023,AST-TSV-POL-003922,FDR-TSV-0075,REG-TSV,access_remediation,low,approved,2024-08-19,2024-09-07,,30.0,8455.67,line_crew,DEP-TSV-0007
WO-0002024,,FDR-TSV-0078,REG-TSV,replacement,high,scheduled,2024-08-10,2024-09-19,,10.8,5994.07,line_crew,DEP-TSV-0007
WO-0002025,AST-SEQ-POL-000983,FDR-SEQ-0018,REG-SEQ,storm_response,medium,approved,2025-06-08,2025-07-13,,2.2,7390.17,substation_crew,DEP-SEQ-0001
WO-0002026,AST-SEQ-POL-000468,FDR-SEQ-0009,REG-SEQ,inspection,urgent,scheduled,2025-03-17,2025-06-02,,21.8,9158.46,vegetation_crew,DEP-SEQ-0002
WO-0002027,,FDR--RW-0111,REG-RW,storm_response,high,in_progress,2024-06-29,2024-07-07,,10.1,10262.77,substation_crew,DEP--RW-0013
WO-0002028,AST-SEQ-POL-002109,FDR-SEQ-0041,REG-SEQ,repair,low,scheduled,2025-06-24,2025-08-24,,30.9,16248.74,vegetation_crew,DEP-SEQ-0002
WO-0002029,AST-TSV-SEC-004033,FDR-TSV-0076,REG-TSV,vegetation_treatment,high,scheduled,2024-09-09,2024-10-11,,26.7,14905.24,drone_team,DEP-TSV-0006
WO-0002030,,FDR-CQI-0102,REG-CQI,inspection,low,in_progress,2025-08-02,2025-10-23,,22.8,9336.39,vegetation_crew,DEP-CQI-0010
WO-0002031,AST-SEQ-POL-002027,FDR-SEQ-0039,REG-SEQ,storm_response,low,scheduled,2025-02-28,2025-03-08,,26.7,14906.11,vegetation_crew,DEP-SEQ-0001
WO-0002032,AST--RW-TRA-007150,FDR--RW-0120,REG-RW,repair,high,scheduled,2025-02-12,2025-03-22,,15.8,14083.84,vegetation_crew,DEP--RW-0013
WO-0002033,AST-MKY-REC-002867,FDR-MKY-0057,REG-MKY,planned_maintenance,high,completed,2024-12-19,2025-01-25,2025-02-11,13.4,7867.77,substation_crew,DEP-MKY-0004
WO-0002034,AST-SEQ-POL-001123,FDR-SEQ-0021,REG-SEQ,storm_response,medium,approved,2025-03-22,2025-04-11,,2.6,11018.4,substation_crew,DEP-SEQ-0002
WO-0002035,,FDR-MKY-0047,REG-MKY,vegetation_treatment,medium,scheduled,2024-07-18,2024-08-26,,35.6,16583.37,vegetation_crew,DEP-MKY-0004
WO-0002036,,FDR-SEQ-0038,REG-SEQ,vegetation_treatment,medium,completed,2026-01-22,2026-03-09,2026-03-20,30.3,13257.06,vegetation_crew,DEP-SEQ-0002
WO-0002037,AST-MKY-POL-002417,FDR-MKY-0046,REG-MKY,replacement,high,completed,2025-04-15,2025-04-24,2025-04-29,14.8,4364.76,vegetation_crew,DEP-MKY-0005
WO-0002038,AST--RW-TRA-007120,FDR--RW-0120,REG-RW,vegetation_treatment,low,approved,2025-08-01,2025-08-11,,22.6,17386.93,vegetation_crew,DEP--RW-0012
WO-0002039,AST-MKY-TRA-002907,FDR-MKY-0057,REG-MKY,vegetation_treatment,high,completed,2025-08-17,2025-09-11,2025-10-04,34.6,17535.09,drone_team,DEP-MKY-0005
WO-0002040,,FDR-SEQ-0017,REG-SEQ,repair,medium,scheduled,2025-02-21,2025-04-21,,15.5,6496.35,drone_team,DEP-SEQ-0002
WO-0002041,AST-SEQ-POL-000446,FDR-SEQ-0009,REG-SEQ,replacement,high,scheduled,2026-02-09,2026-04-14,,30.6,15730.27,substation_crew,DEP-SEQ-0003
WO-0002042,AST-TSV-TRA-004431,FDR-TSV-0081,REG-TSV,replacement,medium,completed,2024-10-21,2024-10-30,2024-11-09,2.4,5075.14,substation_crew,DEP-TSV-0007
WO-0002043,,FDR-SEQ-0023,REG-SEQ,inspection,medium,completed,2025-11-18,2026-02-09,2026-02-16,8.2,5101.55,substation_crew,DEP-SEQ-0002
WO-0002044,AST--RW-SWI-006282,FDR--RW-0110,REG-RW,inspection,low,in_progress,2025-05-20,2025-06-06,,16.7,14000.42,line_crew,DEP--RW-0013
WO-0002045,AST-SEQ-POL-000146,FDR-SEQ-0003,REG-SEQ,replacement,urgent,in_progress,2025-06-29,2025-09-23,,16.3,8450.64,line_crew,DEP-SEQ-0003
WO-0002046,,FDR-SEQ-0008,REG-SEQ,storm_response,low,completed,2025-07-27,2025-08-19,2025-08-23,13.4,15170.51,drone_team,DEP-SEQ-0002
WO-0002047,AST-TSV-POL-003562,FDR-TSV-0068,REG-TSV,planned_maintenance,medium,approved,2024-06-30,2024-08-10,,28.9,16936.39,vegetation_crew,DEP-TSV-0008
WO-0002048,AST-TSV-POL-004052,FDR-TSV-0076,REG-TSV,inspection,medium,completed,2025-01-21,2025-04-02,2025-04-11,5.0,11591.86,vegetation_crew,DEP-TSV-0006
WO-0002049,AST-CQI-REC-004921,FDR-CQI-0090,REG-CQI,planned_maintenance,high,completed,2024-07-29,2024-08-17,2024-08-28,28.9,7717.7,line_crew,DEP-CQI-0009
WO-0002050,AST-TSV-POL-004338,FDR-TSV-0081,REG-TSV,inspection,urgent,draft,2024-08-10,2024-09-05,,27.9,7018.07,substation_crew,DEP-TSV-0007
WO-0002051,AST-TSV-TRA-004430,FDR-TSV-0081,REG-TSV,replacement,low,completed,2025-02-05,2025-04-29,2025-05-29,8.4,13566.3,drone_team,DEP-TSV-0007
WO-0002052,AST-MKY-POL-003286,FDR-MKY-0064,REG-MKY,storm_response,high,completed,2025-08-20,2025-11-06,2025-11-25,20.0,6413.19,drone_team,DEP-MKY-0004
WO-0002053,AST--RW-POL-007616,FDR--RW-0125,REG-RW,inspection,high,scheduled,2024-06-04,2024-07-07,,26.4,6296.45,vegetation_crew,DEP--RW-0011
WO-0002054,AST-MKY-POL-002276,FDR-MKY-0044,REG-MKY,replacement,medium,completed,2026-05-07,2026-06-22,2026-07-06,5.8,6605.33,line_crew,DEP-MKY-0005
WO-0002055,,FDR-CQI-0104,REG-CQI,replacement,high,scheduled,2025-10-04,2025-11-03,,22.2,13874.87,substation_crew,DEP-CQI-0009
WO-0002056,AST-CQI-POL-005413,FDR-CQI-0097,REG-CQI,planned_maintenance,medium,completed,2026-03-11,2026-03-29,2026-04-27,4.9,5989.75,vegetation_crew,DEP-CQI-0009
WO-0002057,AST-TSV-POL-003398,FDR-TSV-0066,REG-TSV,vegetation_treatment,high,draft,2025-09-19,2025-09-29,,28.7,16529.2,drone_team,DEP-TSV-0007
WO-0002058,AST-SEQ-POL-000689,FDR-SEQ-0012,REG-SEQ,repair,high,approved,2025-11-22,2026-01-29,,10.8,12776.54,line_crew,DEP-SEQ-0002
WO-0002059,,FDR-CQI-0090,REG-CQI,storm_response,high,completed,2024-07-31,2024-08-07,2024-08-12,35.6,19301.97,substation_crew,DEP-CQI-0009
WO-0002060,AST-TSV-CON-004408,FDR-TSV-0081,REG-TSV,vegetation_treatment,low,completed,2026-04-05,2026-04-24,2026-05-06,7.6,5818.53,substation_crew,DEP-TSV-0007
WO-0002061,AST-SEQ-POL-000855,FDR-SEQ-0015,REG-SEQ,repair,low,approved,2025-12-06,2025-12-12,,19.4,8392.23,vegetation_crew,DEP-SEQ-0001
WO-0002062,AST--RW-RIN-006771,FDR--RW-0116,REG-RW,storm_response,medium,completed,2025-10-03,2025-12-25,2026-01-22,30.5,8194.8,substation_crew,DEP--RW-0013
WO-0002063,AST-SEQ-POL-001336,FDR-SEQ-0025,REG-SEQ,vegetation_treatment,low,approved,2024-12-20,2024-12-31,,31.8,12940.73,substation_crew,DEP-SEQ-0003
WO-0002064,,FDR--RW-0114,REG-RW,replacement,medium,in_progress,2026-05-03,2026-06-03,,31.6,14948.61,substation_crew,DEP--RW-0011
WO-0002065,AST--RW-SEC-006793,FDR--RW-0116,REG-RW,inspection,high,in_progress,2024-09-06,2024-10-25,,33.0,10750.32,substation_crew,DEP--RW-0011
WO-0002066,AST-TSV-CON-004530,FDR-TSV-0084,REG-TSV,vegetation_treatment,high,completed,2024-07-30,2024-09-13,2024-09-19,19.0,6055.13,vegetation_crew,DEP-TSV-0008
WO-0002067,AST-CQI-CON-006005,FDR-CQI-0106,REG-CQI,planned_maintenance,medium,scheduled,2025-08-23,2025-11-16,,30.0,11413.13,vegetation_crew,DEP-CQI-0009
WO-0002068,AST--RW-POL-006235,FDR--RW-0110,REG-RW,replacement,high,in_progress,2024-10-31,2024-12-20,,6.9,5447.13,substation_crew,DEP--RW-0011
WO-0002069,AST-SEQ-REC-000118,FDR-SEQ-0003,REG-SEQ,planned_maintenance,high,cancelled,2026-01-21,2026-01-22,,32.8,15648.35,drone_team,DEP-SEQ-0003
WO-0002070,,FDR-MKY-0043,REG-MKY,inspection,high,scheduled,2025-01-31,2025-02-23,,28.6,18599.2,substation_crew,DEP-MKY-0005
WO-0002071,AST-SEQ-POL-001594,FDR-SEQ-0030,REG-SEQ,storm_response,low,scheduled,2024-05-26,2024-07-30,,9.0,12006.26,vegetation_crew,DEP-SEQ-0003
WO-0002072,AST-TSV-POL-004819,FDR-TSV-0087,REG-TSV,planned_maintenance,low,in_progress,2025-09-22,2025-11-12,,7.4,7033.79,drone_team,DEP-TSV-0007
WO-0002073,,FDR--RW-0117,REG-RW,replacement,urgent,in_progress,2025-12-14,2026-02-22,,26.4,17057.34,vegetation_crew,DEP--RW-0013
WO-0002074,AST-TSV-CON-004176,FDR-TSV-0078,REG-TSV,repair,high,completed,2025-11-23,2026-02-01,2026-02-12,23.2,15094.41,substation_crew,DEP-TSV-0008
WO-0002075,AST-SEQ-POL-001826,FDR-SEQ-0035,REG-SEQ,vegetation_treatment,medium,in_progress,2025-03-23,2025-05-17,,31.7,17576.67,line_crew,DEP-SEQ-0001
WO-0002076,,FDR--RW-0113,REG-RW,access_remediation,low,completed,2024-08-28,2024-11-16,2024-11-26,10.1,13824.76,line_crew,DEP--RW-0013
WO-0002077,AST-TSV-TRA-004139,FDR-TSV-0078,REG-TSV,access_remediation,high,scheduled,2025-11-16,2025-11-26,,11.8,13448.46,line_crew,DEP-TSV-0006
WO-0002078,,FDR-SEQ-0039,REG-SEQ,repair,medium,scheduled,2025-09-22,2025-12-13,,2.7,4585.25,drone_team,DEP-SEQ-0001
WO-0002079,AST--RW-POL-006732,FDR--RW-0115,REG-RW,repair,high,cancelled,2026-02-26,2026-05-09,,25.4,13394.0,substation_crew,DEP--RW-0013
WO-0002080,AST--RW-POL-006928,FDR--RW-0117,REG-RW,planned_maintenance,high,approved,2025-06-15,2025-07-31,,28.3,10275.96,vegetation_crew,DEP--RW-0013
WO-0002081,AST-TSV-POL-003440,FDR-TSV-0066,REG-TSV,repair,urgent,scheduled,2024-12-02,2025-02-27,,14.9,7015.67,line_crew,DEP-TSV-0006
WO-0002082,AST-CQI-POL-005501,FDR-CQI-0098,REG-CQI,replacement,high,scheduled,2024-10-07,2024-11-05,,20.0,9907.47,vegetation_crew,DEP-CQI-0009
WO-0002083,AST-TSV-POL-003897,FDR-TSV-0074,REG-TSV,inspection,medium,scheduled,2025-06-30,2025-07-03,,27.9,17119.73,line_crew,DEP-TSV-0006
WO-0002084,,FDR-SEQ-0035,REG-SEQ,repair,medium,in_progress,2026-05-05,2026-05-11,,25.7,14570.74,substation_crew,DEP-SEQ-0002
WO-0002085,,FDR-CQI-0101,REG-CQI,repair,low,scheduled,2025-03-02,2025-04-21,,27.1,15787.51,vegetation_crew,DEP-CQI-0010
WO-0002086,AST-SEQ-POL-001524,FDR-SEQ-0028,REG-SEQ,inspection,high,scheduled,2024-12-17,2025-03-09,,28.7,11195.79,drone_team,DEP-SEQ-0002
WO-0002087,AST-MKY-TRA-002663,FDR-MKY-0052,REG-MKY,repair,medium,approved,2025-05-26,2025-06-23,,20.9,13737.79,drone_team,DEP-MKY-0005
WO-0002088,,FDR-SEQ-0021,REG-SEQ,replacement,high,scheduled,2025-08-16,2025-08-18,,4.8,10718.87,substation_crew,DEP-SEQ-0001
WO-0002089,,FDR--RW-0115,REG-RW,replacement,high,completed,2025-07-11,2025-08-13,2025-09-09,5.8,4806.22,substation_crew,DEP--RW-0011
WO-0002090,AST-CQI-POL-005474,FDR-CQI-0097,REG-CQI,vegetation_treatment,medium,in_progress,2025-09-16,2025-09-27,,22.9,18175.72,line_crew,DEP-CQI-0010
WO-0002091,,FDR--RW-0125,REG-RW,repair,low,completed,2025-02-06,2025-03-15,2025-03-28,14.4,12233.43,substation_crew,DEP--RW-0011
WO-0002092,,FDR--RW-0128,REG-RW,inspection,medium,scheduled,2025-05-21,2025-06-09,,33.2,18294.37,drone_team,DEP--RW-0012
WO-0002093,AST-TSV-POL-004860,FDR-TSV-0088,REG-TSV,planned_maintenance,medium,completed,2025-08-08,2025-10-05,2025-10-29,9.9,5057.39,line_crew,DEP-TSV-0006
WO-0002094,,FDR-TSV-0075,REG-TSV,vegetation_treatment,medium,in_progress,2026-03-02,2026-05-22,,29.9,11516.47,substation_crew,DEP-TSV-0007
WO-0002095,AST-SEQ-TRA-000909,FDR-SEQ-0017,REG-SEQ,replacement,medium,in_progress,2024-08-15,2024-10-12,,33.1,17482.67,drone_team,DEP-SEQ-0003
WO-0002096,,FDR-TSV-0081,REG-TSV,storm_response,high,approved,2024-10-01,2024-11-03,,2.2,4853.76,drone_team,DEP-TSV-0008
WO-0002097,,FDR-SEQ-0020,REG-SEQ,inspection,medium,cancelled,2025-12-22,2026-01-24,,28.4,10761.65,substation_crew,DEP-SEQ-0001
WO-0002098,AST-TSV-POL-004395,FDR-TSV-0081,REG-TSV,inspection,medium,scheduled,2026-04-07,2026-06-27,,21.6,12760.01,drone_team,DEP-TSV-0007
WO-0002099,AST-CQI-TRA-004925,FDR-CQI-0090,REG-CQI,replacement,low,scheduled,2024-12-05,2025-02-16,,8.6,6688.53,vegetation_crew,DEP-CQI-0009
WO-0002100,AST-SEQ-POL-001460,FDR-SEQ-0027,REG-SEQ,planned_maintenance,urgent,cancelled,2025-05-30,2025-08-23,,13.2,7758.07,line_crew,DEP-SEQ-0002
WO-0002101,,FDR--RW-0124,REG-RW,inspection,low,draft,2026-03-18,2026-04-28,,3.5,4074.23,line_crew,DEP--RW-0013
WO-0002102,AST--RW-SEC-006793,FDR--RW-0116,REG-RW,replacement,high,completed,2026-03-13,2026-03-14,2026-03-14,5.5,12283.29,line_crew,DEP--RW-0011
WO-0002103,AST-SEQ-POL-000634,FDR-SEQ-0011,REG-SEQ,repair,high,draft,2026-05-02,2026-05-28,,15.8,8092.79,drone_team,DEP-SEQ-0002
WO-0002104,AST--RW-RIN-007155,FDR--RW-0120,REG-RW,repair,medium,approved,2024-12-09,2025-01-16,,16.1,8529.81,line_crew,DEP--RW-0013
WO-0002105,AST-TSV-TRA-003480,FDR-TSV-0067,REG-TSV,repair,high,completed,2025-10-02,2025-11-21,2025-12-06,25.7,10879.2,line_crew,DEP-TSV-0007
WO-0002106,,FDR-TSV-0066,REG-TSV,access_remediation,low,completed,2025-09-27,2025-10-23,2025-11-12,5.6,3517.41,substation_crew,DEP-TSV-0006
WO-0002107,AST-SEQ-POL-000689,FDR-SEQ-0012,REG-SEQ,vegetation_treatment,medium,completed,2024-08-12,2024-09-26,2024-10-19,9.5,6366.21,substation_crew,DEP-SEQ-0003
WO-0002108,,FDR-CQI-0099,REG-CQI,inspection,urgent,in_progress,2026-01-30,2026-03-23,,27.3,16238.22,drone_team,DEP-CQI-0010
WO-0002109,AST--RW-SEC-006450,FDR--RW-0112,REG-RW,vegetation_treatment,high,completed,2025-12-01,2026-02-26,2026-03-14,10.2,3354.3,substation_crew,DEP--RW-0011
WO-0002110,AST-SEQ-POL-002035,FDR-SEQ-0039,REG-SEQ,vegetation_treatment,medium,scheduled,2025-01-31,2025-04-06,,29.9,18197.73,vegetation_crew,DEP-SEQ-0001
WO-0002111,,FDR-SEQ-0040,REG-SEQ,vegetation_treatment,high,in_progress,2024-12-27,2025-01-06,,22.4,15904.02,vegetation_crew,DEP-SEQ-0002
WO-0002112,AST-SEQ-POL-000843,FDR-SEQ-0015,REG-SEQ,inspection,medium,completed,2024-12-15,2025-01-26,2025-01-30,8.1,5339.68,vegetation_crew,DEP-SEQ-0003
WO-0002113,AST-TSV-CON-004176,FDR-TSV-0078,REG-TSV,inspection,low,in_progress,2025-04-01,2025-06-27,,35.6,16565.41,substation_crew,DEP-TSV-0008
WO-0002114,AST-MKY-CON-002564,FDR-MKY-0049,REG-MKY,storm_response,medium,completed,2024-08-19,2024-10-25,2024-11-08,4.7,10030.76,drone_team,DEP-MKY-0005
WO-0002115,,FDR--RW-0127,REG-RW,repair,medium,scheduled,2025-12-23,2026-02-03,,3.1,4657.08,line_crew,DEP--RW-0011
WO-0002116,AST--RW-SWI-006870,FDR--RW-0117,REG-RW,vegetation_treatment,high,approved,2025-11-01,2025-11-24,,3.9,8551.7,substation_crew,DEP--RW-0012
WO-0002117,AST-TSV-POL-003787,FDR-TSV-0072,REG-TSV,vegetation_treatment,high,scheduled,2026-02-04,2026-04-28,,18.1,13705.86,substation_crew,DEP-TSV-0006
WO-0002118,,FDR-CQI-0105,REG-CQI,repair,high,approved,2026-04-03,2026-06-13,,27.3,7800.43,substation_crew,DEP-CQI-0009
WO-0002119,,FDR-SEQ-0038,REG-SEQ,repair,high,approved,2024-11-28,2025-01-10,,20.1,5496.44,vegetation_crew,DEP-SEQ-0003
WO-0002120,AST-TSV-CON-003691,FDR-TSV-0070,REG-TSV,repair,medium,in_progress,2025-06-30,2025-08-03,,7.4,9412.72,drone_team,DEP-TSV-0006
WO-0002121,AST-SEQ-POL-000586,FDR-SEQ-0011,REG-SEQ,replacement,low,in_progress,2025-03-18,2025-04-19,,13.9,11893.29,substation_crew,DEP-SEQ-0003
WO-0002122,AST-TSV-POL-004509,FDR-TSV-0083,REG-TSV,inspection,high,scheduled,2024-07-30,2024-09-19,,6.5,4600.86,vegetation_crew,DEP-TSV-0008
WO-0002123,AST--RW-POL-007882,FDR--RW-0127,REG-RW,repair,urgent,scheduled,2025-09-20,2025-12-11,,10.0,6904.66,drone_team,DEP--RW-0012
WO-0002124,,FDR-TSV-0086,REG-TSV,vegetation_treatment,medium,scheduled,2025-03-24,2025-05-22,,14.7,5625.43,line_crew,DEP-TSV-0007
