defect_id,inspection_id,asset_id,defect_type,severity,detected_date,target_rectification_date,status,safety_risk_score,reliability_risk_score
DEF-00003012,INS-0001129,AST-SEQ-POL-000949,flood_damage,high,2024-12-04,2025-02-26,open,40.8,38.3
DEF-00003013,INS-0003360,AST--RW-POL-006883,termite_damage,medium,2025-08-04,2025-10-01,open,29.1,26.0
DEF-00003014,INS-0000862,AST-SEQ-POL-001387,oil_leak,high,2026-01-03,2026-06-25,planned,45.1,38.3
DEF-00003015,INS-0002469,AST--RW-POL-007605,insulator_damage,low,2025-07-25,2026-01-21,open,21.1,29.5
DEF-00003016,INS-0002368,AST-TSV-POL-004881,lightning_damage,medium,2025-05-13,2025-10-04,closed,16.9,29.4
DEF-00003017,INS-0000090,AST--RW-POL-007683,insulator_damage,medium,2025-11-27,2026-04-07,deferred,22.0,37.6
DEF-00003018,INS-0002380,AST-MKY-POL-002337,termite_damage,high,2025-09-01,2026-02-24,deferred,15.6,22.3
DEF-00003019,INS-0000694,AST-SEQ-REC-000405,oil_leak,low,2025-04-18,2025-08-10,open,30.5,47.8
DEF-00003020,INS-0000157,AST-SEQ-POL-000843,leaning_pole,low,2026-03-11,2026-06-04,deferred,30.2,38.2
DEF-00003021,INS-0000305,AST--RW-POL-006761,leaning_pole,high,2026-05-04,2026-06-18,planned,44.3,41.8
DEF-00003022,INS-0001957,AST-TSV-SEC-004110,conductor_sag,low,2026-04-11,2026-05-15,open,34.1,23.2
DEF-00003023,INS-0002862,AST-MKY-CON-002281,lightning_damage,low,2025-02-09,2025-02-28,closed,28.3,46.2
DEF-00003024,INS-0000049,AST--RW-POL-006663,termite_damage,low,2025-10-11,2025-12-25,open,28.7,17.0
DEF-00003025,INS-0003298,AST-MKY-CON-003102,conductor_sag,high,2025-03-21,2025-04-02,closed,29.7,12.1
DEF-00003026,INS-0001385,AST-SEQ-REC-001778,termite_damage,low,2024-12-16,2025-05-11,planned,43.7,17.6
DEF-00003027,INS-0002404,AST-MKY-POL-002690,conductor_sag,high,2025-06-07,2025-12-04,open,21.0,32.7
DEF-00003028,INS-0001212,AST--RW-POL-006413,crossarm_corrosion,low,2026-03-21,2026-06-28,closed,23.2,43.0
DEF-00003029,INS-0003437,AST-MKY-POL-002708,insulator_damage,medium,2025-04-24,2025-10-13,planned,14.6,17.3
DEF-00003030,INS-0001567,AST-CQI-REC-005886,leaning_pole,high,2025-11-19,2026-05-06,deferred,21.2,35.8
DEF-00003031,INS-0002602,AST--RW-POL-007932,access_blocked,medium,2026-03-21,2026-07-17,open,17.5,27.7
DEF-00003032,INS-0003009,AST-SEQ-TRA-001372,oil_leak,medium,2025-01-19,2025-05-01,planned,31.7,37.3
DEF-00003033,INS-0003144,AST-SEQ-TRA-000539,oil_leak,medium,2025-04-08,2025-09-16,deferred,30.4,34.2
DEF-00003034,INS-0001042,AST-CQI-POL-005547,insulator_damage,medium,2025-05-01,2025-05-21,closed,22.9,32.0
DEF-00003035,INS-0000317,AST-SEQ-POL-001729,termite_damage,medium,2026-01-03,2026-04-08,planned,35.0,29.7
DEF-00003036,INS-0002420,AST-MKY-CON-003238,flood_damage,high,2026-04-19,2026-07-31,deferred,45.6,47.6
DEF-00003037,INS-0001625,AST--RW-REC-007441,access_blocked,medium,2026-03-28,2026-07-24,closed,29.6,12.8
DEF-00003038,INS-0002112,AST-MKY-POL-002265,flood_damage,high,2025-05-05,2025-10-19,deferred,12.9,38.4
DEF-00003039,INS-0000903,AST-TSV-TRA-003605,insulator_damage,high,2026-01-01,2026-04-30,closed,32.9,34.6
DEF-00003040,INS-0002934,AST--RW-CON-006584,access_blocked,low,2025-09-11,2025-10-12,deferred,27.9,28.8
DEF-00003041,INS-0000238,AST-TSV-TRA-004220,access_blocked,medium,2026-05-13,2026-07-03,closed,28.6,21.7
DEF-00003042,INS-0000660,AST--RW-SEC-006793,flood_damage,low,2025-01-16,2025-06-02,open,34.6,39.5
DEF-00003043,INS-0002834,AST-CQI-SEC-005858,conductor_sag,high,2025-03-20,2025-06-26,planned,38.8,21.0
DEF-00003044,INS-0000761,AST-SEQ-CON-000661,oil_leak,medium,2026-03-18,2026-04-06,closed,26.7,31.9
DEF-00003045,INS-0003163,AST-TSV-SWI-003938,conductor_sag,high,2025-02-27,2025-05-16,planned,12.9,36.4
DEF-00003046,INS-0000541,AST-SEQ-POL-001313,lightning_damage,low,2024-12-07,2025-03-04,closed,45.0,30.7
DEF-00003047,INS-0000927,AST-TSV-POL-004733,insulator_damage,medium,2025-05-08,2025-07-01,open,22.8,45.6
DEF-00003048,INS-0002743,AST-TSV-POL-004024,lightning_damage,high,2026-04-26,2026-07-07,planned,24.0,20.1
DEF-00003049,INS-0002469,AST--RW-POL-007605,insulator_damage,low,2025-07-25,2025-08-28,closed,18.5,45.0
DEF-00003050,INS-0003328,AST-SEQ-POL-000680,oil_leak,high,2024-12-19,2025-03-24,open,35.0,37.0
DEF-00003051,INS-0000251,AST-SEQ-POL-001255,crossarm_corrosion,low,2025-03-11,2025-06-19,deferred,18.8,27.2
DEF-00003052,INS-0003110,AST-SEQ-POL-000541,vegetation_clearance,low,2025-09-13,2025-11-11,deferred,26.6,38.3
DEF-00003053,INS-0003034,AST-MKY-SWI-002415,termite_damage,medium,2025-09-20,2025-11-10,planned,21.5,28.9
DEF-00003054,INS-0000170,AST-CQI-POL-005159,insulator_damage,medium,2026-04-21,2026-09-25,open,9.0,39.3
DEF-00003055,INS-0001052,AST--RW-SEC-007471,vegetation_clearance,high,2025-07-27,2025-12-10,open,26.5,38.7
DEF-00003056,INS-0000609,AST-TSV-POL-004858,lightning_damage,medium,2025-11-25,2025-12-11,planned,30.3,25.6
DEF-00003057,INS-0000878,AST-CQI-POL-005278,flood_damage,low,2025-11-15,2026-01-20,planned,25.4,35.0
DEF-00003058,INS-0003249,AST-SEQ-RIN-000729,crossarm_corrosion,medium,2026-02-12,2026-05-12,open,36.0,37.1
DEF-00003059,INS-0003325,AST-CQI-POL-005160,vegetation_clearance,medium,2025-04-17,2025-05-12,deferred,39.8,46.1
DEF-00003060,INS-0002112,AST-MKY-POL-002265,leaning_pole,low,2025-05-05,2025-08-24,closed,26.8,23.8
DEF-00003061,INS-0001597,AST-TSV-POL-004043,lightning_damage,high,2025-02-23,2025-05-15,deferred,26.6,34.2
DEF-00003062,INS-0001939,AST-SEQ-POL-001987,termite_damage,medium,2025-02-17,2025-07-20,deferred,18.9,36.1
DEF-00003063,INS-0001092,AST-CQI-SWI-005895,lightning_damage,high,2026-05-13,2026-07-17,deferred,23.5,31.1
DEF-00003064,INS-0001462,AST--RW-POL-007369,oil_leak,low,2025-11-19,2026-04-19,planned,18.2,12.0
DEF-00003065,INS-0001591,AST-TSV-REC-004761,leaning_pole,high,2025-07-01,2025-10-30,closed,34.3,32.5
DEF-00003066,INS-0001273,AST-CQI-POL-005899,lightning_damage,high,2025-01-12,2025-04-12,closed,25.7,30.2
DEF-00003067,INS-0002698,AST-SEQ-POL-001170,crossarm_corrosion,low,2025-09-25,2026-03-15,planned,29.1,23.3
DEF-00003068,INS-0003412,AST-CQI-CON-004928,termite_damage,high,2026-04-04,2026-06-13,closed,44.5,32.9
DEF-00003069,INS-0000193,AST-MKY-REC-002867,lightning_damage,medium,2025-11-04,2026-04-01,closed,34.0,31.4
DEF-00003070,INS-0001022,AST-CQI-REC-005008,access_blocked,medium,2025-06-06,2025-07-06,planned,27.2,28.9
DEF-00003071,INS-0001806,AST-CQI-TRA-005823,vegetation_clearance,medium,2024-12-27,2025-05-04,closed,35.7,46.8
DEF-00003072,INS-0000998,AST-TSV-POL-003847,vegetation_clearance,high,2025-12-06,2025-12-28,planned,24.9,28.9
DEF-00003073,INS-0002439,AST-TSV-POL-004226,insulator_damage,low,2025-03-08,2025-06-17,planned,28.2,32.3
DEF-00003074,INS-0002387,AST-CQI-POL-006032,insulator_damage,medium,2025-07-27,2026-01-04,open,37.9,23.5
DEF-00003075,INS-0003257,AST-TSV-POL-004601,vegetation_clearance,high,2025-07-05,2025-08-30,deferred,25.7,31.1
DEF-00003076,INS-0002596,AST-SEQ-POL-001375,vegetation_clearance,medium,2025-01-18,2025-06-23,planned,39.3,18.6
DEF-00003077,INS-0001746,AST-CQI-TRA-005939,vegetation_clearance,high,2025-11-26,2025-12-08,deferred,19.9,13.9
DEF-00003078,INS-0001372,AST-MKY-POL-003267,oil_leak,high,2025-06-20,2025-09-19,closed,15.5,38.2
DEF-00003079,INS-0001668,AST-MKY-SEC-003240,oil_leak,high,2025-02-12,2025-06-29,planned,17.6,35.3
DEF-00003080,INS-0001575,AST-CQI-POL-005519,conductor_sag,low,2025-12-19,2026-04-02,closed,28.1,16.1
DEF-00003081,INS-0002910,AST-SEQ-POL-000441,flood_damage,high,2025-08-30,2026-02-16,planned,20.5,31.2
DEF-00003082,INS-0002020,AST-SEQ-POL-000944,flood_damage,low,2025-04-20,2025-07-20,closed,33.0,39.0
DEF-00003083,INS-0001001,AST-SEQ-POL-000895,crossarm_corrosion,high,2025-10-30,2026-02-09,deferred,31.5,22.5
DEF-00003084,INS-0001650,AST-TSV-POL-004527,flood_damage,high,2025-12-12,2026-01-13,open,35.3,40.0
DEF-00003085,INS-0002456,AST--RW-POL-006772,leaning_pole,medium,2026-01-18,2026-06-05,closed,17.0,25.5
DEF-00003086,INS-0002648,AST-CQI-TRA-005096,flood_damage,medium,2025-01-20,2025-04-20,closed,24.1,25.3
DEF-00003087,INS-0003481,AST-TSV-POL-004656,insulator_damage,low,2025-02-27,2025-05-11,closed,39.9,31.2
DEF-00003088,INS-0000214,AST--RW-POL-006766,vegetation_clearance,high,2025-10-09,2025-10-26,deferred,47.5,21.2
DEF-00003089,INS-0002005,AST-CQI-POL-005887,leaning_pole,medium,2026-02-09,2026-08-02,planned,30.1,26.8
DEF-00003090,INS-0001197,AST-TSV-TRA-003610,conductor_sag,low,2026-02-13,2026-05-15,planned,24.1,33.4
DEF-00003091,INS-0001858,AST--RW-TRA-007219,access_blocked,medium,2025-09-25,2025-12-13,closed,21.0,50.4
DEF-00003092,INS-0003112,AST-TSV-POL-003385,termite_damage,low,2025-01-02,2025-03-09,open,9.3,41.9
DEF-00003093,INS-0002260,AST-CQI-POL-005285,crossarm_corrosion,low,2025-06-14,2025-11-06,open,22.9,38.6
DEF-00003094,INS-0002922,AST--RW-POL-007491,leaning_pole,high,2025-12-13,2026-02-22,deferred,31.2,23.0
DEF-00003095,INS-0003251,AST-TSV-POL-004113,lightning_damage,medium,2025-07-04,2025-08-10,planned,12.5,22.9
DEF-00003096,INS-0003361,AST-TSV-POL-004218,insulator_damage,low,2025-06-17,2025-08-14,open,44.8,22.6
DEF-00003097,INS-0003176,AST--RW-POL-007363,insulator_damage,medium,2026-05-10,2026-06-17,planned,33.2,12.1
DEF-00003098,INS-0001610,AST-SEQ-RIN-001198,termite_damage,low,2025-06-12,2025-09-15,planned,37.3,28.2
DEF-00003099,INS-0002588,AST-CQI-SWI-005014,leaning_pole,low,2025-08-03,2025-10-01,closed,31.6,39.1
DEF-00003100,INS-0002623,AST-TSV-TRA-003314,access_blocked,high,2025-04-29,2025-10-25,closed,28.1,38.3
DEF-00003101,INS-0000540,AST-TSV-POL-004844,insulator_damage,medium,2025-10-06,2026-02-01,closed,34.6,32.9
DEF-00003102,INS-0001667,AST-TSV-SWI-004399,conductor_sag,high,2025-01-04,2025-05-06,open,28.1,8.0
DEF-00003103,INS-0002406,AST-SEQ-POL-000904,insulator_damage,low,2025-01-08,2025-03-16,deferred,50.6,25.6
DEF-00003104,INS-0003162,AST-SEQ-POL-001002,oil_leak,low,2025-03-19,2025-07-10,planned,22.8,23.1
DEF-00003105,INS-0002503,AST-SEQ-SEC-000670,flood_damage,low,2025-12-03,2026-02-22,planned,23.3,43.7
DEF-00003106,INS-0001912,AST-TSV-CON-003535,lightning_damage,low,2026-02-16,2026-06-10,deferred,32.0,27.0
DEF-00003107,INS-0001963,AST-MKY-TRA-003143,vegetation_clearance,high,2025-09-13,2025-10-01,planned,28.9,37.7
DEF-00003108,INS-0003346,AST-TSV-TRA-003765,conductor_sag,low,2025-08-21,2026-02-11,open,25.7,15.8
DEF-00003109,INS-0002492,AST-SEQ-TRA-002004,flood_damage,medium,2026-01-14,2026-02-21,planned,28.0,40.2
DEF-00003110,INS-0003470,AST-TSV-REC-004499,flood_damage,high,2025-08-17,2025-09-28,closed,36.9,39.7
DEF-00003111,INS-0000980,AST-SEQ-POL-001657,vegetation_clearance,high,2026-01-12,2026-05-13,planned,28.0,31.4
DEF-00003112,INS-0000256,AST-SEQ-TRA-001333,vegetation_clearance,low,2025-10-27,2026-04-09,closed,37.1,17.1
DEF-00003113,INS-0000566,AST--RW-REC-006625,lightning_damage,high,2024-12-23,2025-06-02,planned,35.5,42.6
DEF-00003114,INS-0003391,AST-SEQ-SEC-000352,conductor_sag,low,2025-01-14,2025-05-25,closed,38.5,10.5
DEF-00003115,INS-0000345,AST-SEQ-POL-000219,crossarm_corrosion,low,2026-01-04,2026-06-10,open,11.7,15.2
DEF-00003116,INS-0002979,AST--RW-SEC-006236,lightning_damage,low,2025-09-19,2025-12-04,closed,34.7,26.6
DEF-00003117,INS-0001713,AST-CQI-SWI-005282,vegetation_clearance,low,2026-02-10,2026-03-06,open,33.1,31.6
DEF-00003118,INS-0002670,AST--RW-POL-007639,oil_leak,medium,2025-07-04,2025-12-14,open,20.7,36.1
DEF-00003119,INS-0003401,AST--RW-POL-007564,insulator_damage,low,2026-02-23,2026-05-05,closed,22.3,44.5
DEF-00003120,INS-0003061,AST-CQI-POL-005503,oil_leak,high,2025-06-18,2025-10-13,closed,30.8,24.4
DEF-00003121,INS-0002429,AST-TSV-POL-003637,flood_damage,medium,2025-12-24,2026-01-13,closed,16.7,27.4
DEF-00003122,INS-0003358,AST-MKY-POL-002908,termite_damage,low,2026-04-04,2026-04-13,deferred,29.7,27.1
DEF-00003123,INS-0002163,AST--RW-POL-007869,lightning_damage,medium,2024-12-01,2024-12-18,open,34.0,37.4
DEF-00003124,INS-0001501,AST--RW-POL-007383,conductor_sag,medium,2026-03-01,2026-06-16,closed,17.9,32.4
DEF-00003125,INS-0000210,AST-MKY-POL-002777,vegetation_clearance,medium,2026-01-08,2026-04-11,deferred,16.9,23.2
DEF-00003126,INS-0001666,AST-SEQ-POL-000447,insulator_damage,high,2024-12-13,2025-06-04,planned,33.5,28.2
DEF-00003127,INS-0001838,AST-SEQ-POL-000534,conductor_sag,high,2025-03-25,2025-04-03,closed,46.3,23.3
DEF-00003128,INS-0001460,AST--RW-POL-007310,leaning_pole,low,2026-05-03,2026-08-01,open,12.6,30.0
DEF-00003129,INS-0000940,AST-TSV-POL-004725,access_blocked,high,2025-03-24,2025-04-02,open,24.0,28.6
DEF-00003130,INS-0000704,AST-TSV-TRA-003845,crossarm_corrosion,medium,2024-12-13,2025-01-09,closed,19.0,22.6
DEF-00003131,INS-0002252,AST-MKY-TRA-002747,flood_damage,high,2025-12-18,2026-02-20,planned,35.5,38.4
DEF-00003132,INS-0002968,AST-CQI-POL-004967,leaning_pole,medium,2026-03-19,2026-07-23,open,28.1,24.9
DEF-00003133,INS-0001092,AST-CQI-SWI-005895,termite_damage,high,2026-05-13,2026-06-01,planned,29.3,28.6
DEF-00003134,INS-0002724,AST-TSV-CON-003963,conductor_sag,high,2026-03-14,2026-06-20,planned,15.5,13.7
DEF-00003135,INS-0000509,AST--RW-POL-006407,conductor_sag,low,2025-01-26,2025-05-06,deferred,29.5,28.1
DEF-00003136,INS-0001477,AST--RW-TRA-006774,flood_damage,low,2025-08-31,2025-11-05,deferred,23.5,31.5
DEF-00003137,INS-0000080,AST-CQI-POL-005460,crossarm_corrosion,high,2024-12-23,2025-04-02,deferred,36.0,35.3
DEF-00003138,INS-0003322,AST-TSV-POL-003783,oil_leak,medium,2025-04-10,2025-04-28,planned,49.4,43.0
DEF-00003139,INS-0000329,AST-CQI-SWI-005738,insulator_damage,high,2024-12-02,2024-12-15,deferred,23.4,25.6
DEF-00003140,INS-0003273,AST-SEQ-POL-000629,flood_damage,low,2025-08-06,2025-09-24,closed,23.8,21.6
DEF-00003141,INS-0000374,AST--RW-POL-007417,conductor_sag,medium,2026-01-20,2026-06-25,planned,25.3,19.5
DEF-00003142,INS-0002527,AST-SEQ-SWI-000115,conductor_sag,low,2026-03-03,2026-03-11,planned,23.2,28.0
DEF-00003143,INS-0003021,AST-MKY-POL-003291,termite_damage,high,2025-04-23,2025-08-10,planned,26.0,19.7
DEF-00003144,INS-0001603,AST-CQI-SWI-005785,flood_damage,low,2025-08-03,2025-10-16,planned,36.2,38.8
DEF-00003145,INS-0000506,AST-TSV-POL-004183,access_blocked,low,2025-05-03,2025-08-12,planned,36.7,34.1
DEF-00003146,INS-0000450,AST-MKY-SEC-002481,lightning_damage,medium,2025-03-18,2025-03-28,deferred,41.0,23.1
DEF-00003147,INS-0000335,AST--RW-POL-007518,vegetation_clearance,low,2025-07-20,2025-09-06,open,44.0,27.3
DEF-00003148,INS-0002297,AST-SEQ-POL-000085,insulator_damage,high,2025-08-05,2026-01-25,deferred,25.3,28.8
DEF-00003149,INS-0000472,AST--RW-POL-007199,oil_leak,medium,2024-11-29,2025-01-03,open,39.4,44.2
DEF-00003150,INS-0001367,AST-SEQ-TRA-001163,access_blocked,low,2025-03-22,2025-08-24,planned,12.1,32.6
DEF-00003151,INS-0001630,AST-SEQ-POL-001732,oil_leak,high,2025-10-07,2025-11-03,open,39.8,32.2
DEF-00003152,INS-0002884,AST-CQI-TRA-005453,insulator_damage,medium,2025-09-30,2026-02-18,deferred,31.7,25.1
DEF-00003153,INS-0003290,AST-CQI-POL-005527,flood_damage,medium,2026-03-23,2026-06-11,closed,23.7,18.7
DEF-00003154,INS-0000617,AST-SEQ-SEC-001433,crossarm_corrosion,medium,2026-03-05,2026-04-14,deferred,42.0,43.7
DEF-00003155,INS-0000859,AST-TSV-POL-003593,crossarm_corrosion,medium,2024-12-23,2025-04-17,open,28.0,28.0
DEF-00003156,INS-0001157,AST--RW-POL-007083,access_blocked,high,2025-12-09,2026-01-26,open,28.9,23.1
DEF-00003157,INS-0003499,AST-TSV-CON-003477,conductor_sag,low,2026-05-12,2026-10-28,closed,30.4,46.3
DEF-00003158,INS-0003273,AST-SEQ-POL-000629,crossarm_corrosion,high,2025-08-06,2025-08-29,open,35.1,16.6
DEF-00003159,INS-0000358,AST-TSV-POL-003997,lightning_damage,high,2024-12-08,2025-04-20,open,39.5,34.2
DEF-00003160,INS-0001119,AST-CQI-SWI-005683,conductor_sag,medium,2025-11-25,2026-01-17,open,25.8,47.4
DEF-00003161,INS-0001123,AST-SEQ-POL-001415,access_blocked,high,2026-02-24,2026-05-28,deferred,37.7,23.3
DEF-00003162,INS-0000445,AST-TSV-POL-003925,vegetation_clearance,medium,2025-06-14,2025-08-26,planned,44.8,35.0
DEF-00003163,INS-0003309,AST-TSV-POL-004375,vegetation_clearance,high,2025-07-06,2025-10-14,closed,34.9,29.5
DEF-00003164,INS-0001284,AST-TSV-POL-003888,leaning_pole,high,2025-01-26,2025-05-20,closed,22.2,20.9
DEF-00003165,INS-0000764,AST-TSV-TRA-004355,vegetation_clearance,low,2024-12-26,2025-06-16,closed,24.4,39.1
DEF-00003166,INS-0002678,AST-TSV-CON-004847,insulator_damage,low,2025-07-19,2025-12-06,open,38.0,14.2
DEF-00003167,INS-0002113,AST-TSV-POL-004630,oil_leak,medium,2025-09-16,2025-10-30,planned,40.8,8.1
DEF-00003168,INS-0003486,AST-TSV-REC-003635,insulator_damage,low,2024-11-27,2025-03-31,planned,27.0,47.0
DEF-00003169,INS-0003479,AST-MKY-POL-003164,leaning_pole,low,2025-07-16,2025-08-15,open,28.7,29.2
DEF-00003170,INS-0000943,AST-MKY-POL-002756,oil_leak,high,2025-07-25,2025-12-06,planned,35.6,38.1
DEF-00003171,INS-0002798,AST-TSV-POL-004034,vegetation_clearance,high,2026-02-14,2026-06-07,open,39.0,39.8
DEF-00003172,INS-0002343,AST-MKY-TRA-002948,oil_leak,high,2025-01-13,2025-04-13,open,37.2,44.8
DEF-00003173,INS-0000530,AST-CQI-TRA-005673,vegetation_clearance,low,2026-05-09,2026-05-18,closed,39.5,34.5
DEF-00003174,INS-0002523,AST--RW-POL-006911,access_blocked,low,2026-04-21,2026-06-09,planned,28.4,40.5
DEF-00003175,INS-0003243,AST-CQI-POL-005230,termite_damage,medium,2025-02-03,2025-07-06,open,38.9,42.1
DEF-00003176,INS-0001272,AST-CQI-POL-005564,access_blocked,high,2025-02-25,2025-08-23,planned,21.7,33.2
DEF-00003177,INS-0003065,AST-CQI-CON-005628,vegetation_clearance,low,2025-10-16,2026-02-26,closed,29.9,14.9
DEF-00003178,INS-0003029,AST-MKY-POL-002967,access_blocked,medium,2025-12-04,2026-02-23,deferred,22.8,36.1
DEF-00003179,INS-0000993,AST-CQI-POL-006030,termite_damage,medium,2026-01-11,2026-02-05,closed,36.7,39.0
DEF-00003180,INS-0002805,AST-SEQ-POL-000667,crossarm_corrosion,low,2025-08-19,2025-10-08,closed,34.8,19.4
DEF-00003181,INS-0002053,AST--RW-POL-007939,crossarm_corrosion,low,2024-12-08,2025-03-17,open,20.3,23.4
DEF-00003182,INS-0001066,AST-SEQ-TRA-000549,crossarm_corrosion,medium,2026-03-20,2026-05-06,deferred,28.6,22.4
DEF-00003183,INS-0000971,AST-CQI-TRA-005643,leaning_pole,high,2025-08-02,2026-01-07,deferred,21.0,18.3
DEF-00003184,INS-0001959,AST-CQI-POL-005224,insulator_damage,high,2025-11-25,2026-03-07,open,31.8,25.3
DEF-00003185,INS-0002203,AST--RW-POL-006212,access_blocked,medium,2025-10-12,2026-02-05,open,42.1,54.6
DEF-00003186,INS-0000433,AST--RW-POL-007697,insulator_damage,low,2025-06-13,2025-07-23,open,19.7,33.6
DEF-00003187,INS-0003413,AST-TSV-POL-003556,termite_damage,high,2025-01-31,2025-03-02,open,19.5,42.3
DEF-00003188,INS-0002353,AST-SEQ-TRA-000549,leaning_pole,low,2025-10-23,2026-02-13,open,29.8,20.6
DEF-00003189,INS-0002261,AST-SEQ-POL-002117,termite_damage,high,2025-05-05,2025-06-13,closed,27.2,27.5
DEF-00003190,INS-0001666,AST-SEQ-POL-000447,insulator_damage,high,2024-12-13,2025-04-10,deferred,19.6,37.6
DEF-00003191,INS-0003212,AST-CQI-SWI-005702,lightning_damage,high,2024-12-08,2025-01-08,open,1,32.5
DEF-00003192,INS-0002948,AST-MKY-POL-002506,lightning_damage,high,2025-04-10,2025-07-03,open,23.5,16.0
DEF-00003193,INS-0000875,AST-CQI-POL-005512,crossarm_corrosion,medium,2025-08-25,2025-10-24,closed,18.5,24.6
DEF-00003194,INS-0002451,AST-SEQ-POL-000382,oil_leak,high,2026-04-19,2026-05-28,closed,33.6,44.5
DEF-00003195,INS-0002813,AST-CQI-POL-005455,lightning_damage,high,2025-12-28,2026-01-31,deferred,22.5,23.3
DEF-00003196,INS-0002602,AST--RW-POL-007932,oil_leak,medium,2026-03-21,2026-05-03,open,34.2,27.7
DEF-00003197,INS-0003471,AST-TSV-TRA-004427,access_blocked,high,2025-04-16,2025-05-20,planned,34.5,37.1
DEF-00003198,INS-0000127,AST-MKY-POL-002991,vegetation_clearance,low,2026-02-11,2026-06-20,planned,32.5,31.0
DEF-00003199,INS-0000694,AST-SEQ-REC-000405,leaning_pole,low,2025-04-18,2025-05-02,open,11.6,22.1
DEF-00003200,INS-0001319,AST-CQI-SEC-005753,crossarm_corrosion,high,2025-11-01,2026-02-07,planned,41.9,22.0
DEF-00003201,INS-0003489,AST-MKY-POL-003273,vegetation_clearance,high,2024-12-17,2025-01-26,open,38.5,31.5
DEF-00003202,INS-0002339,AST--RW-POL-007872,insulator_damage,low,2025-05-12,2025-06-17,closed,26.4,22.7
DEF-00003203,INS-0002713,AST-MKY-SWI-003000,oil_leak,medium,2025-01-01,2025-01-16,open,23.6,36.5
DEF-00003204,INS-0001329,AST-SEQ-CON-001804,crossarm_corrosion,medium,2026-03-26,2026-05-20,deferred,45.2,15.7
DEF-00003205,INS-0003242,AST-MKY-POL-003062,crossarm_corrosion,high,2025-10-21,2025-11-27,open,35.6,26.0
DEF-00003206,INS-0002890,AST-SEQ-POL-001225,conductor_sag,medium,2025-07-28,2025-10-23,planned,36.6,10.2
DEF-00003207,INS-0000451,AST-CQI-TRA-005490,insulator_damage,medium,2025-06-01,2025-07-17,open,22.0,29.0
DEF-00003208,INS-0000551,AST-MKY-POL-002408,insulator_damage,medium,2025-02-16,2025-06-22,closed,28.1,26.3
DEF-00003209,INS-0002596,AST-SEQ-POL-001375,flood_damage,high,2025-01-18,2025-02-14,planned,12.9,24.5
DEF-00003210,INS-0002261,AST-SEQ-POL-002117,lightning_damage,high,2025-05-05,2025-10-15,closed,28.5,39.8
DEF-00003211,INS-0000283,AST-TSV-POL-004318,crossarm_corrosion,medium,2026-02-01,2026-04-25,open,20.7,20.2
DEF-00003212,INS-0001811,AST-TSV-CON-003342,conductor_sag,high,2025-01-03,2025-04-27,deferred,20.9,28.0
DEF-00003213,INS-0002977,AST-CQI-TRA-005124,lightning_damage,low,2025-10-02,2026-02-12,open,41.0,35.7
DEF-00003214,INS-0000561,AST-TSV-POL-003580,leaning_pole,medium,2024-12-09,2025-05-09,deferred,48.2,22.6
DEF-00003215,INS-0001968,AST-MKY-POL-003176,lightning_damage,high,2025-12-16,2026-03-26,open,23.6,44.4
DEF-00003216,INS-0001661,AST-SEQ-TRA-000102,insulator_damage,medium,2025-06-14,2025-07-14,deferred,20.8,37.2
DEF-00003217,INS-0000648,AST-TSV-RIN-004228,insulator_damage,medium,2025-05-03,2025-05-12,closed,29.9,39.0
DEF-00003218,INS-0003481,AST-TSV-POL-004656,oil_leak,low,2025-02-27,2025-05-17,deferred,27.6,15.2
DEF-00003219,INS-0002650,AST-TSV-SWI-004200,oil_leak,low,2025-08-25,2025-10-16,planned,37.0,25.2
